title,phone,rating,review,address,website,post_code
James Home Services Mobile Pet Grooming & Hydrobath - Yeronga,+61 415 370 340,4.7,12,--Not Provided--,https://www.jameshomeservices.com.au/mobile-pet-grooming-hydrobath/,-
Tiny Tails Dog Grooming Salon,+61 422 042 447,4.5,118,"Wynnum West QLD, Australia",http://www.tinytails.com.au/,4178
Barkley and Pips Dog Groomers,+61 7 3519 6115,4.8,59,"Bundba QLD, Australia",http://www.barkleyandpips.com/,-
CC’s Pampered Pups,+61 423 652 535,5.0,54,"Kedron QLD, Australia",http://ccspamperedpups.myonlineappointment.com/,4031
Yapyaps Pooch Parlour,+61 448 855 151,4.2,55,"Hilton QLD, Australia",https://yapyaps.com.au/,6163
Peticulous,+61 7 3848 2379,4.8,38,"Mansfield QLD, Australia",http://www.peticulous.com.au/,4122
Barkers Bazaar Mobile Dog Wash and Groom,+61 493 054 525,4.8,37,--Not Provided--,http://www.barkersbazaardoggrooming.com/,-
Pooch Avenue,+61 1300 994 334,4.8,150,"Slacks Creek QLD, Australia",http://www.poochavenue.com.au/,4127
"James' Mobile Pet Grooming & Hydrobath Morningside, Murarrie & Surrounds",+61 1800 152 632,5.0,7,--Not Provided--,http://www.jameshomeservices.com.au/,-
The Cats' Pyjamas Cat Grooming,+61 409 612 123,4.9,42,"Fitzgibbon QLD, Australia",http://www.thecatspyjamas.au/,4018
The Trusty Dog Wash,+61 435 096 062,5.0,50,"Carina QLD, Australia",http://www.thetrustydogwash.com.au/,4152
Aloha Hound The Organic Dog Grooming Spa,+61 493 449 752,4.7,61,"Loganholme QLD, Australia",https://m.facebook.com/alohahound/,4129
Happy woofs Dog Grooming,+61 421 188 978,4.6,47,"Lawnton QLD, Australia",http://www.happywoofs.com.au/,4501
My Dogs Daycare,--Not Provided--,4.9,84,"Wilston QLD, Australia",http://www.mydogsdaycare.com.au/,4051
Pawsitive Pet Grooming,+61 7 3219 1011,4.3,106,"Mount Gravatt East QLD, Australia",http://pawsitivepetgrooming.com.au/?utm_source=gmb&utm_medium=referral,3930
Puptopia,--Not Provided--,4.5,104,"Bowen Hills QLD, Australia",https://puptopia.com.au/,4805
Pups N Potions | Dog Grooming,+61 448 524 590,4.7,18,"Mount Gravatt QLD, Australia",http://www.facebook.com/pupsnpotionsgrooming,3930
Bam and Moo Holistic Dog Grooming,--Not Provided--,4.9,27,"Warner QLD, Australia",https://m.facebook.com/Bamandmoo/,4500
Perfect Tails Pet Grooming,+61 435 500 218,4.9,22,"Salisbury QLD, Australia",https://www.facebook.com/perfecttailspetgrooming/,4107
Paws & Relax,--Not Provided--,4.9,111,"Hilton QLD, Australia",http://www.pawsandrelax.com.au/,6163
QPETS,--Not Provided--,4.2,39,"Sunnybank QLD, Australia",https://www.instagram.com/qpetsbrissy/,4109
Furry Kids At Play,+61 419 541 008,4.1,50,"Hawthorne QLD, Australia",http://www.furrykidsathome.com.au/,4171
Paws Only Grooming Salon Spa & Boutique,+61 405 646 999,4.8,19,"Upper Mount Gravatt QLD, Australia",http://facebook.com/pawsonlybne,4209
The Hound Hutt,--Not Provided--,4.8,51,"Stafford QLD, Australia",http://www.thehoundhutt.com.au/,4053
Darra Dog Grooming,+61 427 637 288,4.9,20,"Darra QLD, Australia",https://www.facebook.com/darradoggrooming/,4076
The Pooch Palace,+61 7 3300 4319,4.4,70,"The Gap QLD, Australia",http://thepoochpalace.com.au/,4061
4 Paws Dog Grooming,+61 7 3269 2405,4.5,68,"Sandgate QLD, Australia",http://4pawsgroomers.com.au/,4017
K9 CHIC Grooming boutique,+61 7 3488 0188,4.6,117,"Cleveland QLD, Australia",https://k9chic.com.au/,4810
Barkin Beautiful Grooming Studio & Small Doggie Playgroup,+61 7 3823 4567,4.2,46,"Capalaba QLD, Australia",http://www.barkinbeautiful.com.au/,4157
Sapphire Blues Pet Companions,+61 1300 083 194,5.0,32,"Annerley QLD, Australia",http://www.sapphire-blues.com/home,4103
DOGUE Bulimba,--Not Provided--,4.1,87,"Bulimba QLD, Australia",https://dogue.com.au/pet-shops/bulimba/,4171
Aussie Pooch Mobile Dog Wash Boondall,+61 1300 369 369,4.6,9,--Not Provided--,https://www.aussiepm.com.au/dog-wash-grooming/boondall,-
Kelz K9 Kutz,+61 401 102 181,4.9,13,"Carina QLD, Australia",https://www.facebook.com/kelzk9kutz/,4152
PupperCuts,+61 493 040 297,4.8,56,"Shailer Park QLD, Australia",http://www.puppercuts.com.au/,4128
Our Salon West Ipswich,+61 7 3432 5200,5.0,20,"West Ipswich QLD, Australia",https://www.bestfriendspets.com.au/services/grooming?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=gmb-website,3003
Awesome Pawsome - Mobile Pet Grooming & Wash,+61 407 244 515,4.1,14,"Hendra QLD, Australia",http://awesomepawsome.com.au/,4011
RID - A - FLEA Mobile Dog Wash,+61 417 024 663,5.0,17,--Not Provided--,http://frank0027.wixsite.com/mobile-dog-wash,-
Tail Waggerz,+61 448 809 666,4.9,93,"Albany Creek QLD, Australia",https://tailwaggerz.com.au/,4035
Louise's Pet Grooming,+61 421 111 036,4.6,98,"Buccan QLD, Australia",http://www.louisespetgrooming.com/,4207
Clover Dog Design (Dog Grooming Salon),+61 407 024 851,4.9,37,"Forest Lake QLD, Australia",https://www.cloverdogdesign.com.au/,4078
Wagglebumz Pet Grooming,+61 420 848 170,5.0,14,"Mount Gravatt East QLD, Australia",http://wagglebumz.com.au/,3930
Shear Designz,+61 7 3889 0333,4.8,95,"Petrie QLD, Australia",https://www.facebook.com/Shear-Designz-159211300779020/,4502
Aristocats Feline Day Spa,+61 478 661 877,4.7,43,"Kenmore QLD, Australia",http://www.aristocats.com.au/,4069
Essential Dog Grooming,+61 419 117 961,5.0,10,"Kuraby QLD, Australia",http://www.essentialdoggrooming.com.au/,4112
Jen’s Dog Grooming,--Not Provided--,5.0,10,--Not Provided--,https://www.facebook.com/jensdoggroomingelimbah,-
Jim's Dog Wash Collingwood Park,--Not Provided--,4.8,5,--Not Provided--,http://www.jimsdogwash.net.au/,-
Paddington Pups,--Not Provided--,4.7,213,"Milton QLD, Australia",http://www.paddingtonpups.com.au/,2538
Dog L’amour Grooming,+61 460 588 303,5.0,8,"Highgate Hill QLD, Australia",https://doglamour.com.au/,4101
Hair of The Dog Grooming Salon,+61 438 339 615,4.8,14,"Manly West QLD, Australia",http://www.hodgrooming.com.au/,2095
The Dog Boutique,+61 435 838 890,5.0,12,"Westlake QLD, Australia",https://www.facebook.com/thedogboutiquebrisbane/,4074
Petite Paws Dog Grooming Salon,+61 412 873 247,5.0,9,"Keperra QLD, Australia",https://petite-paws-dog-and-cat-grooming-salon.business.site/?utm_source=gmb&utm_medium=referral,4054
Blue Wheelers Jindalee,--Not Provided--,5.0,5,--Not Provided--,http://www.bluewheelers.com.au/mobile-dog-grooming/jindalee-qld/,-
Paw FX Grooming Salon,+61 422 488 976,5.0,8,"Bracken Ridge QLD, Australia",http://pawfx.com.au/,4017
Dog Father Pet Grooming,+61 426 874 305,5.0,58,"Algester QLD, Australia",https://www.dogfatherpetgrooming.com/,4115
Show Stoppers Luxury Dog Grooming Salon,+61 455 681 555,4.7,27,"Victoria Point QLD, Australia",https://www.facebook.com/SHOWSTOPPERSGROOMING/,4165
Graceville Paws,--Not Provided--,5.0,51,"Graceville QLD, Australia",http://www.gracevillepaws.com.au/,4075
Cheeky Chops Pet Grooming,+61 491 678 348,5.0,7,--Not Provided--,http://www.cheekychopspetgrooming.com.au/,-
The Dog Den,+61 7 3399 4888,4.6,16,"Morningside QLD, Australia",http://www.dogden.com.au/,4170
Blue Wheelers North Lakes,+61 419 364 444,5.0,11,--Not Provided--,http://www.bluewheelers.com.au/mobile-dog-grooming/north-lakes-qld/,-
Blue Wheelers Mango Hill,+61 439 786 780,4.5,11,--Not Provided--,http://www.bluewheelers.com.au/mobile-dog-grooming/blue-wheelers-mango-hill/,-
Best Friends Pets Macgregor,--Not Provided--,4.6,465,"Macgregor QLD, Australia",https://www.bestfriendspets.com.au/store-locator/macgregor?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=gmb-website,2615
Blue Wheelers Lawnton,+61 415 168 413,4.8,11,--Not Provided--,https://www.bluewheelers.com.au/mobile-dog-grooming/lawnton-qld/,-
The Dog Haus Grooming and Day Spa,+61 428 974 019,4.3,6,"New Farm QLD, Australia",https://doghausgrooming.com.au/,2794
Nose 2 Tail,+61 403 159 571,5.0,7,--Not Provided--,http://www.nose2tail.com.au/,-
Blue Wheelers Wynnum,+61 405 226 883,5.0,6,--Not Provided--,http://www.bluewheelers.com.au/mobile-dog-grooming/wynnum-qld/,-
Aussie Pooch Mobile Dog Wash The Gap,+61 1300 369 369,5.0,3,--Not Provided--,http://www.aussiepm.com.au/dog-wash-grooming/the-gap,-
Petbarn Mitchelton,--Not Provided--,4.5,561,"Mitchelton QLD, Australia",https://www.petbarn.com.au/store-finder/mitchelton?utm_source=google&utm_medium=organic&utm_campaign=local_seo&utm_term=mitchelton,4053
Little Red Wolf - Mobile Dog Grooming,+61 412 623 978,4.6,9,"Brighton QLD, Australia",http://www.littleredwolf.com.au/,3186
Salon 154,+61 7 3899 5972,4.5,15,"Hawthorne QLD, Australia",http://www.bulimbavet.com/,4171
The Barking Lot,+61 7 3379 9932,4.9,14,"Graceville QLD, Australia",http://www.thebarkinglot.com.au/,4075
Windarra Pet Spa,+61 405 640 225,5.0,9,"Bunya QLD, Australia",https://www.windarrapetspa.com.au/,4055
Petbarn,--Not Provided--,4.5,402,"Virginia QLD, Australia",https://www.petbarn.com.au/store-finder/virginia?utm_source=google&utm_medium=organic&utm_campaign=local_seo&utm_term=virginia,4014
Stylist to the Dogs,+61 7 3419 2707,4.8,21,"Narangba QLD, Australia",http://www.stylisttothedogs.com.au/,4504
Sudz & Bubbles,+61 422 197 115,4.8,16,--Not Provided--,http://www.sudzbubbles.com.au/,-
Petbarn Cannon Hill,--Not Provided--,4.4,364,"Cannon Hill QLD, Australia",https://www.petbarn.com.au/store-finder/cannon-hill?utm_source=google&utm_medium=organic&utm_campaign=local_seo&utm_term=cannon-hill,4170
Petstock Coorparoo,--Not Provided--,4.5,230,"Coorparoo QLD, Australia",https://www.petstock.com.au/pages/store/petstock-coorparoo?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_content=PETstock%20Coorparoo%20-%20Coorparoo&utm_term=plcid_9689042591946603593,4151
Barkers grooming daycare,+61 7 3278 0537,4.9,47,"Sherwood QLD, Australia",http://www.barkersgrooming.com.au/,4075
Ellie's Dog Grooming Inala - BY APPOINTMENT ONLY,+61 405 080 112,5.0,3,--Not Provided--,https://www.facebook.com/cheekypupsgrooming,-
Jim’s Dog Wash and Grooming (Thornlands),--Not Provided--,5.0,6,--Not Provided--,https://jimsdogwash.net.au/,-
Petbarn Kenmore,--Not Provided--,4.4,302,"Kenmore QLD, Australia",https://www.petbarn.com.au/store-finder/kenmore?utm_source=google&utm_medium=organic&utm_campaign=local_seo&utm_term=kenmore,4069
Ellen’s Dog Grooming,+61 423 479 927,4.7,15,"Alexandra Hills QLD, Australia",https://www.facebook.com/Ellens-Dog-Grooming-2309816435897010/,4161
Aussie Pooch Mobile Dog Wash Kenmore,+61 1300 369 369,4.5,2,--Not Provided--,https://www.aussiepm.com.au/dog-wash-grooming/kenmore,-
Blue Wheelers Chermside West,+61 408 183 966,5.0,3,--Not Provided--,http://www.bluewheelers.com.au/mobile-dog-grooming/chermside-qld/,-
Aussie Pooch Mobile Dog Wash Sunnybank Hills,+61 1300 369 369,5.0,3,--Not Provided--,https://www.aussiepm.com.au/dog-wash-grooming/sunnybank-hills,-
Petstock Indooroopilly,--Not Provided--,4.5,151,"Indooroopilly QLD, Australia",https://www.petstock.com.au/pages/store/petstock-indooroopilly?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_content=PETstock%20Indooroopilly%20-%20Indooroopilly&utm_term=plcid_16670477785018428790,4068
Heidi's Mobile Pet Grooming,+61 1300 434 347,4.3,55,--Not Provided--,http://www.heidismobilepetgrooming.com.au/?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business%20Page,-
Tails and Whiskers Mobile Pet Spa,+61 404 456 122,5.0,2,--Not Provided--,http://www.tailsandwhiskers.com.au/,-
Best Friends Pets Virginia,+61 7 3865 3967,4.6,507,"Virginia QLD, Australia",https://www.bestfriendspets.com.au/store-locator/virginia?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=gmb-website,4014
Petstock Carindale,--Not Provided--,4.3,143,"Carindale QLD, Australia",https://www.petstock.com.au/pages/store/petstock-carindale?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_content=PETstock%20Carindale%20-%20Carindale&utm_term=plcid_2120743092685704463,4152
Beck's Dog Grooming,+61 466 258 855,5.0,3,"Inala QLD, Australia",https://www.facebook.com/BecksDogGrooming/,4077
GlamPet,+61 7 3059 9159,5.0,6,"West End QLD, Australia",http://www.gpvet.com/grooming,3003
What the Pup Grooming Studio,+61 421 170 340,5.0,2,--Not Provided--,http://www.whatthepup.com.au/,-
Petbarn Windsor,--Not Provided--,4.5,273,"Windsor QLD, Australia",https://www.petbarn.com.au/store-finder/windsor?utm_source=google&utm_medium=organic&utm_campaign=local_seo&utm_term=windsor,4030
Aussie Pooch Mobile Dog Wash West Belconnen,+61 1300 369 369,5.0,2,--Not Provided--,https://www.aussiepm.com.au/dog-wash-grooming/west-belconnen,-
BRISBANE PET MOTEL,--Not Provided--,4.6,210,"Boondall QLD, Australia",https://brisbane-pet-motel.business.site/,4034
Aussie Pooch Mobile Dog wash and Grooming Victoria Point,+61 439 904 011,4.4,7,"Victoria Point QLD, Australia",https://aussie-pooch-mobile-dog-wash-and-grooming-victoria.business.site/,4165
Blue Wheelers Regents Park,+61 1300 659 055,5.0,3,--Not Provided--,http://www.bluewheelers.com.au/mobile-dog-grooming/regents-park-qld/,-
Blue Wheelers Victoria Point,+61 1300 659 055,4.0,4,--Not Provided--,http://www.bluewheelers.com.au/mobile-dog-grooming/victoriapoint-qld/,-
Jim's Dog Wash Upper Mount Gravatt,--Not Provided--,5.0,1,--Not Provided--,https://jimsdogwash.net.au/,-
Aussie Pooch Mobile Dog Wash Albany Creek,+61 1300 369 369,5.0,2,--Not Provided--,https://www.aussiepm.com.au/dog-wash-grooming/albany-creek,-
The Links Pet Centre - Pet Boarding Brisbane,--Not Provided--,4.4,127,"Goodna QLD, Australia",http://thelinkspetcentre.com.au/,4300
Aussie Pooch Mobile Dog Wash Carseldine,+61 1300 369 369,5.0,1,--Not Provided--,https://www.aussiepm.com.au/dog-wash-grooming/carseldine,-
The Links Pet Centre - Pet Boarding Brisbane,--Not Provided--,4.4,127,"Goodna QLD, Australia",http://thelinkspetcentre.com.au/,4300
Petstock Albany Creek,--Not Provided--,4.4,125,"Albany Creek QLD, Australia",https://www.petstock.com.au/pages/store/petstock-albany-creek?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_content=PETstock%20Albany%20Creek%20-%20Albany%20Creek&utm_term=plcid_4724297883850133744,4035
Aussie Pooch Mobile Dog Wash Holland Park,+61 1300 369 369,5.0,1,--Not Provided--,https://www.aussiepm.com.au/dog-wash-grooming/holland-park,-
Blue Wheelers Kenmore,+61 402 111 587,5.0,2,--Not Provided--,https://www.bluewheelers.com.au/mobile-dog-grooming/kenmore-qld/,-
Snazzy Paws Dog Grooming,--Not Provided--,5.0,1,--Not Provided--,https://m.facebook.com/Snazzypaws?refsrc=https://www.facebook.com/Snazzypaws,-
Petstock Keperra,--Not Provided--,4.1,174,"Keperra QLD, Australia",https://www.petstock.com.au/pages/store/petstock-keperra?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_content=PETstock%20Keperra%20-%20Keperra&utm_term=plcid_8927306263030676945,4054
Wynnum Dog Grooming,+61 480 297 979,4.9,17,"Wynnum West QLD, Australia",https://www.facebook.com/Wynnum-Dog-Grooming,4178
Jim's Dog Wash Rothwell,--Not Provided--,5.0,2,--Not Provided--,http://www.jimsdogwash.net.au/,-
GROOMZ Professional Dog Grooming,+61 422 645 173,5.0,6,"Stafford Heights QLD, Australia",https://groomzpdg.com.au/,4053
iGroom Pet Pampering,+61 481 331 736,5.0,7,"Redland Bay QLD, Australia",http://igroomdogs.com.au/,4165
Australian Animal Oral Care,--Not Provided--,5.0,1,"South Brisbane QLD, Australia",http://www.australiananimaloralcare.com/,3205
Jim's Dog Wash Fitzgibbon,--Not Provided--,5.0,1,"Fitzgibbon QLD, Australia",https://jimsdogwash.net.au/franchisees/wavell-heights/,4018
Dash DogWash Narangba,+61 473 650 350,5.0,1,--Not Provided--,https://dashdogwash.com.au/mobile-dog-grooming/narangba-qld/,-
Blue Wheelers Rothwell,+61 458 373 183,5.0,1,--Not Provided--,https://www.bluewheelers.com.au/mobile-dog-grooming/rothwell-qld/,-
Hanrob Pet Hotels Brisbane,+61 1300 426 762,4.3,298,"Eagle Farm QLD, Australia",https://hanrob.com.au/locations/brisbane/,4009
Puppy Cut-Z Professional Dog Grooming,--Not Provided--,4.2,19,"North Lakes QLD, Australia",https://m.facebook.com/Puppy-Cut-z-199846843429372/,3978
Petstock Oxley,--Not Provided--,4.3,217,"Oxley QLD, Australia",https://www.petstock.com.au/pages/store/petstock-oxley?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_content=PETstock%20Oxley%20-%20Oxley&utm_term=plcid_4377836685068630594,4075
Paradise Pups,+61 421 167 813,5.0,1,"Deception Bay QLD, Australia",http://fb.me/ParadisePupsGrooming,4508
Pet Care and Clip,+61 414 944 999,4.7,24,"Tarragindi QLD, Australia",http://petcareandclip.book.app/,4121
Wynnum Dog Grooming,+61 480 297 979,4.9,17,"Wynnum West QLD, Australia",https://www.facebook.com/Wynnum-Dog-Grooming,4178
Puppy Cut-Z Professional Dog Grooming,--Not Provided--,4.2,19,"North Lakes QLD, Australia",https://m.facebook.com/Puppy-Cut-z-199846843429372/,3978
