title,phone,rating,review,address,website,post_code
All Breeds Dog Training,+61 475 440 783,3.3,8,"Paradise SA, Australia",https://allbreedsdogtraining.com/,4217
Paws & Reward,+61 432 885 874,4.7,15,--Not Provided--,http://pawsandreward.com.au/,-
School For Dogs Aldinga Bay,--Not Provided--,4.6,17,"Aldinga Beach SA, Australia",http://www.sfdab.org.au/,5173
Elite Canine,+61 432 156 441,5,1,--Not Provided--,http://www.elitecanine.com.au/,-
For the love of your dog,+61 411 460 233,5,2,"Goodwood SA, Australia",https://www.fortheloveofyourdog.com/,7010
Robert Parkinson Dog Trainer,+61 458 551 954,5,3,"Manningham SA, Australia",http://robert-parkinson.com/,5086
SuperDogs Positive Behavioural Training,--Not Provided--,5,3,--Not Provided--,https://www.superdogstraining.net/,-
Dogs Matter - Dog Behaviour & Training In Melbourne,--Not Provided--,No ratings,No reviews,--Not Provided--,http://www.dogsmatter.com.au/,-
Eves Dog Salon,+61 8 8363 7444,4.4,10,"Evandale SA, Australia",https://eves-dog-salon.business.site/,7212
Contento Canines,+61 431 590 630,5,2,--Not Provided--,http://www.contentocanines.com.au/,-
Best Friend Dog Care Adelaide- Dog Training & Behaviour -We travel to you servicing Adelaide CBD and surrounding suburbs,+61 401 615 437,No ratings,No reviews,--Not Provided--,http://www.bestfrienddogcare.com.au/,-
MYK9Design,--Not Provided--,5,8,"Goodwood SA, Australia",https://www.etsy.com/au/shop/MYK9Design,7010
Dog B Mod,+61 412 738 444,No ratings,No reviews,--Not Provided--,https://www.facebook.com/DogBMod/,-
Refreshing Paws Dog Training,+61 411 317 212,No ratings,No reviews,"Goodwood SA, Australia",http://www.refreshingpawsdogtraining.com.au/,7010
Denali Dog Training,+61 452 466 031,No ratings,No reviews,--Not Provided--,https://denalidogtraining.com.au/,-
Dynamic Dogs Training and Massage,+61 418 700 533,No ratings,No reviews,"Goodwood SA, Australia",http://www.dynamicdogs.myfreesites.net/,7010
Therapy Dogs,+61 481 293 370,4.5,2,--Not Provided--,http://www.therapeuticdogservices.org/,-
Beau's Pet Hotel,+61 8 8115 6080,4.5,231,"Adelaide Airport SA, Australia",https://beaus.org.au/,5006
Crafty Canines Training Academy,--Not Provided--,No ratings,No reviews,--Not Provided--,http://www.craftycanines.com.au/,-
Angelwhisperer Wellness Services Doggy Day Spa,+61 408 830 900,5,1,--Not Provided--,https://www.angelwhisperer.com.au/,-
Little Rascals Petcare,+61 427 089 993,No ratings,No reviews,--Not Provided--,http://www.littlerascalspetcare.com.au/,-
Harmony Dogs Australia,+61 8 7288 2661,No ratings,No reviews,"Hackham SA, Australia",https://www.harmonydogsaus.com.au/,5163
Dog Club,+61 406 887 125,5,2,"St Marys SA, Australia",http://www.dogclubsa.com/,3021
Gawler Dog Training Club,+61 421 369 567,4,14,--Not Provided--,http://www.gawlerdogtrainingclubinc.org.au/,-
Live Love Bark - Mobile & Salon Dog Grooming,+61 476 499 141,4.8,18,"Munno Para West SA, Australia",https://livelovebark.business.site/?utm_source=gmb&utm_medium=referral,5115
Canine Connect,--Not Provided--,5,2,"Clarendon SA, Australia",http://www.canineconnect.com.au/,5157
SitDropStay Adelaide,+61 1300 306 887,4.8,40,"Mount Pleasant SA, Australia",http://sitdropstay.com/dog-training-adelaide/,3930
Wolfpack Dog Training,--Not Provided--,No ratings,No reviews,--Not Provided--,http://www.wolfpackdogtraining.com/,-
DogFX,+61 8 8269 6622,4.4,100,"Prospect SA, Australia",http://dogfx.com.au/,5082
Crafty Canines,+61 427 082 925,No ratings,No reviews,--Not Provided--,http://www.craftycanines.com.au/,-
Ari and Me Doggy Daycare,+61 420 228 506,4.7,54,"Golden Grove SA, Australia",http://www.ariandmedoggydaycare.com.au/,3851
Little Dog Daycare,+61 8 8151 1203,5,27,"North Adelaide SA, Australia",https://www.littledogdaycare.com.au/,3978
Take The Lead Canine Services,+61 429 036 445,4.9,96,"Middle Beach SA, Australia",https://taketheleadau.com.au/,6056
Scholars in Collars,--Not Provided--,4.5,10,--Not Provided--,http://www.scholarsincollars.com.au/,-
Bluey the Griff,--Not Provided--,No ratings,No reviews,--Not Provided--,https://blueythegriff.business.site/?utm_source=gmb&utm_medium=referral,-
National K9 Services,+61 419 175 582,5,9,--Not Provided--,http://nk9s.com.au/,-
Paws & Reward,+61 432 885 874,No ratings,No reviews,--Not Provided--,https://pawsandreward.com.au/,-
Taylored Dog Training,+61 422 056 455,No ratings,No reviews,--Not Provided--,http://www.tayloreddogtraining.com.au/,-
Barker Behaviour and Training,--Not Provided--,5,5,"Mount Barker SA, Australia",http://www.barkerbehaviour.com.au/,3930
Boutique Paws,+61 1300 697 297,3.1,151,"Parkside SA, Australia",https://www.boutiquepaws.com.au/,4825
Adelaide Plains Kennel & Obedience Club,--Not Provided--,5,2,"Lewiston SA, Australia",https://www.facebook.com/groups/453827048156115/?ref=share,5501
A Dog's ABC's,+61 8 8523 2004,5,1,"Aldinga Beach SA, Australia",http://www.dogtraining-gawlerbarossa.websyte.com.au/,5173
Adelaide Canine Behaviour and Training,--Not Provided--,5,5,"Manningham SA, Australia",https://adelaidedogtraining.com.au/,5086
Advance Behavioural Training,+61 431 301 118,4.8,170,"Evandale SA, Australia",http://www.advancebehaviouraltraining.com.au/,7212
Canine Connect,--Not Provided--,4.5,71,"Hackham SA, Australia",http://www.canineconnect.com.au/,5163
Dogwise Daycare,+61 452 101 029,5,83,"Munno Para West SA, Australia",http://www.dogwisedaycare.com.au/,5115
Adelaide K9 Services,+61 413 067 769,5,9,"Clarendon SA, Australia",http://www.adelaidek9.com.au/,5157
Canine Assist,+61 484 694 520,5,7,"Mount Pleasant SA, Australia",http://www.canine-assist.com.au/,3930
Beyond Dogs,+61 435 311 535,5,22,--Not Provided--,https://www.beyonddogs.au/,-
AlfaDog,+61 405 539 381,4.6,12,"Aldinga Beach SA, Australia",https://www.alfadog.com.au/,5173
Denali Dog Training,+61 452 466 031,4.8,34,"Manningham SA, Australia",https://denalidogtraining.com.au/,5086
Refreshing Paws Dog Training,+61 411 317 212,5,16,"Evandale SA, Australia",http://www.refreshingpawsdogtraining.com.au/,7212
Canine Interaction,+61 432 247 999,5,11,"Hackham SA, Australia",https://canineinteraction.com.au/,5163
Dog Training Adelaide,+61 475 440 783,3.4,12,"Munno Para West SA, Australia",https://dogtrainingadelaide.net.au/,5115
Live Love Bark - Mobile & Salon Dog Grooming,+61 476 499 141,4.8,18,"Clarendon SA, Australia",https://livelovebark.business.site/?utm_source=gmb&utm_medium=referral,5157
Ari and Me Doggy Daycare,+61 420 228 506,4.7,54,"Mount Pleasant SA, Australia",http://www.ariandmedoggydaycare.com.au/,3930
Puppy Partners,+61 408 089 555,5,16,"Aldinga Beach SA, Australia",https://www.puppypartners.com.au/,5173
Wolfpack Dog Training,+61 413 975 296,5,16,"Manningham SA, Australia",http://www.wolfpackdogtraining.com/,5086
Noarlunga City Obedience Dog Club,+61 481 845 050,4.6,20,"Evandale SA, Australia",http://noarlungadogclub.net/,7212
All Breeds Dog Training,+61 475 440 783,3.3,8,"Hackham SA, Australia",https://allbreedsdogtraining.com/,5163
Doghouse Daycare and Grooming,+61 8 8293 6791,4.7,86,"Munno Para West SA, Australia",https://www.doghousedaycare.com.au/contact-us/,5115
German Shepherd Dog Club Of Sa Inc,+61 8 8353 7895,4.5,23,"Clarendon SA, Australia",http://www.gsdcsa.org.au/,5157
DogFX,+61 8 8269 6622,4.4,100,"Mount Pleasant SA, Australia",http://dogfx.com.au/,3930
Dogcity Daycare West - Thebarton,+61 8 8363 5088,4.8,75,--Not Provided--,https://dogcity.com.au/,-
Eves Dog Salon,+61 8 8363 7444,4.4,10,"Aldinga Beach SA, Australia",https://eves-dog-salon.business.site/,5173
Dogcity Daycare South - Keswick,+61 8 8363 5088,4.8,33,"Manningham SA, Australia",https://dogcity.com.au/,5086
Little Dog Daycare,+61 8 8151 1203,5,27,"Evandale SA, Australia",https://www.littledogdaycare.com.au/,7212
Robert Parkinson Dog Trainer,+61 458 551 954,5,3,"Hackham SA, Australia",http://robert-parkinson.com/,5163
Dog Club,+61 406 887 125,5,2,"Munno Para West SA, Australia",http://www.dogclubsa.com/,5115
Take The Lead Canine Services,+61 429 036 445,4.9,96,"Clarendon SA, Australia",https://taketheleadau.com.au/,5157
Harmony Dogs Australia,+61 8 7288 2661,No ratings,No reviews,"Mount Pleasant SA, Australia",https://www.harmonydogsaus.com.au/,3930
Little Rascals Pet Care,+61 8 8371 4445,4.6,28,"Manningham SA, Australia",http://www.littlerascalspetcare.com.au/,5086
Casey k9 Care Mobile Dog Wash and Grooming,+61 422 550 750,4.6,10,"Evandale SA, Australia",http://www.caseyk9care.com/,7212
SitDropStay Adelaide,+61 1300 306 887,4.8,40,"Hackham SA, Australia",http://sitdropstay.com/dog-training-adelaide/,5163
Happy Pet Helpers ~ Dog Walking | Pet Taxi | Moblie Pet Store,+61 407 214 456,4.8,6,"Munno Para West SA, Australia",http://www.happypethelpers.com.au/,5115
PetCloud Pet Sitting Adelaide,+61 1300 667 785,No ratings,No reviews,"Mount Pleasant SA, Australia",https://www.petcloud.com.au/?UTM_source=GMB_listing&UTM_medium=organic&utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_content=PetCloud%20Pet%20Sitting%20Adelaide&utm_term=plcid_16123804773610833950,3930
Simple Steps Dog Training Adelaide,+61 419 808 224,5,10,--Not Provided--,http://www.simplestepsdogtraining.com/,-
Southern Districts Kennel and Obedience Dog Club,+61 8 8386 1933,4.7,83,"Morphett Vale SA, Australia",https://www.sdkodc.com/,5162
Klever Kanine Dog Obedience School,+61 409 840 726,4.7,11,"Ridgehaven SA, Australia",https://kleverkanine.com.au/,5097
Port Adelaide Obedience Dog Club Inc.,+61 408 854 990,4.4,14,"Osborne SA, Australia",http://www.paodc.com.au/,4806
Dover Gardens Kennel & Obedience Club Inc.,--Not Provided--,4.5,20,"Mitchell Park SA, Australia",http://www.doverdog.org.au,4465
SuperDogs Positive Behavioural Training,--Not Provided--,4.3,7,"Happy Valley SA, Australia",https://www.superdogstraining.net/,5159
Dogwise Daycare,--Not Provided--,5,83,"Cheltenh SA, Australia",http://www.dogwisedaycare.com.au/,-
Canine Assist,--Not Provided--,5,7,"Morphett Vale SA, Australia",http://www.canine-assist.com.au/,5162
Robert Parkinson Dog Trainer,+61 458 551 954,5,3,"Manningh SA, Australia",http://robert-parkinson.com/,-
Gawler Dog Training Club,+61 421 369 567,4,14,"Willaston SA, Australia",http://www.gawlerdogtrainingclubinc.org.au/,5118
Scholars in Collars,+61 400 205 667,4.5,10,--Not Provided--,http://www.scholarsincollars.com.au/,-
Take The Lead Canine Services,--Not Provided--,4.9,96,"Middle Beach SA, Australia",https://taketheleadau.com.au/,6056
Ari and Me Doggy Daycare,--Not Provided--,4.7,54,"Golden Grove SA, Australia",http://www.ariandmedoggydaycare.com.au/,3851
A Dog's ABC's,+61 8 8523 2004,5,1,"Evanston Park SA, Australia",http://www.dogtraining-gawlerbarossa.websyte.com.au/,5116
