title,phone,rating,review,address,website,post_code
Beautiful Beasts Dog Training & Behaviour Modification,--Not Provided--,5.0,28,--Not Provided--,http://beautifulbeasts.com.au/,-
Pro Dog Training,+61 413 042 811,4.8,118,"West Footscray VIC, Australia",http://www.prodogtraining.com.au/,3003
Dog Training Melbourne | Eastern Companion Dog Training,+61 3 9723 4387,4.8,25,"Ringwood North VIC, Australia",https://www.companiondogtraining.com.au/,3135
Ibex Canine Training and Behaviour,+61 412 843 245,5.0,22,--Not Provided--,http://www.ibexcanine.com.au/,-
Delta Dogz,+61 425 777 029,5.0,28,--Not Provided--,http://www.deltadogz.com.au/,-
Direct K9 Services,+61 451 824 278,5.0,21,--Not Provided--,https://directk9.com.au/,-
Take A Paws In Home Mobile Dog Training Melbourne,+61 422 505 707,4.7,14,--Not Provided--,https://takeapaws.com.au/,-
Manners For Paws,--Not Provided--,4.8,32,--Not Provided--,http://www.mannersforpaws.com.au/,-
hellopuppy,+61 417 325 938,5.0,30,--Not Provided--,http://hellopuppy.com.au/,-
True Dog Training,+61 488 144 910,5.0,38,--Not Provided--,http://www.truedog.com.au/,-
Dog Manners - Dog Behaviour & Training,+61 434 536 691,5.0,24,--Not Provided--,http://www.dogmanners.com.au/,-
Bayside Companion Dog Training School,+61 400 551 042,4.7,37,"Bentleigh VIC, Australia",http://www.baysidedogs.org.au/,3165
Melanie Norgate Pty Ltd,+61 402 931 580,5.0,26,--Not Provided--,http://www.melanienorgate.com/,-
AUSDOG The Real Dog Trainer Melbourne,+61 3 9870 5105,4.8,13,--Not Provided--,http://www.ausdog.com.au/,-
Hobsons Bay Obedience Dog Club,+61 409 745 868,4.8,11,"Port Melbourne VIC, Australia",http://www.hbodc.asn.au/,3207
All Dogs Are Good,+61 490 510 924,5.0,10,--Not Provided--,http://www.alldogsaregood.com/,-
Ethical Dog Services,+61 403 433 399,5.0,50,--Not Provided--,http://www.ethicaldogservices.com.au/,-
Smartypantz Dog Training,+61 408 331 398,5.0,15,--Not Provided--,https://smartypantzdogtraining.com.au/,-
Kira Canine Code,+61 400 354 092,4.9,84,"Bentleigh VIC, Australia",http://www.caninecode.com.au/,3165
From A Dog's View,+61 414 999 480,5.0,28,--Not Provided--,https://www.fromadogsview.com.au/,-
Point Cook Dog Training & Day Care,+61 3 8360 7112,4.8,173,"Hoppers Crossing VIC, Australia",http://www.pointcookdogtraining.com.au/,3029
Barkanine Training,+61 431 331 093,5.0,49,"St Kilda VIC, Australia",http://barkanine.com.au/,3021
Zen Dog behaviour,+61 422 890 595,5.0,32,--Not Provided--,https://www.facebook.com/zendogbehaviour,-
The Kind Canine,+61 491 735 599,5.0,21,--Not Provided--,http://thekindcanine.com.au/,-
Elite K9 Work Dogs Australia,+61 478 126 835,4.8,18,--Not Provided--,https://elitek9workdogsaustralia.com.au/,-
D.O.G.S. of Vic,+61 411 313 353,4.6,40,"Albert Park VIC, Australia",http://dogsofvic.com.au/,2650
Shelby Thorn Dog Training,+61 407 278 424,4.6,10,--Not Provided--,http://www.thorntherapies.com.au/,-
Puppy Professor,+61 403 029 590,5.0,14,--Not Provided--,http://www.puppyprofessor.com.au/,-
Train Me Please,+61 413 082 221,5.0,9,--Not Provided--,http://www.trainmeplease.com.au/,-
Take A Paws In Home Mobile Dog Training Melbourne,+61 422 505 707,5.0,7,--Not Provided--,https://takeapaws.com.au/,-
Moorabbin Obedience Dog Club,+61 437 508 477,4.6,114,"Moorabbin VIC, Australia",http://www.modc.org.au/,3189
Eastern Companion Dog Training,+61 3 9723 4387,5.0,10,--Not Provided--,http://www.companiondogtraining.com.au/,-
The Complete Canine,--Not Provided--,4.7,28,--Not Provided--,https://thecompletecanine.com.au/,-
Woof Wonders,--Not Provided--,5.0,15,--Not Provided--,http://www.woofwonders.com/,-
Barking Mad Dog Training,+61 419 247 690,5.0,7,--Not Provided--,https://barkingmaddogtraining.com.au/,-
Focus On Dog Training,+61 424 583 738,4.9,7,--Not Provided--,https://focusondogtraining.com/,-
Dog Solutions,+61 414 415 728,5.0,18,--Not Provided--,https://www.dogsolutions.com.au/,-
Cooper and Kids,+61 438 081 323,5.0,12,--Not Provided--,http://www.cooperandkids.com/,-
Chilled & Fulfilled,+61 408 171 242,5.0,51,--Not Provided--,http://chilledandfulfilled.com/,-
Angela's Dog Training,+61 409 300 886,4.8,21,"Moonee Ponds VIC, Australia",https://www.angelasdogtraining.com/,3039
Paws for Assistance Dog Training (PADT),--Not Provided--,5.0,7,--Not Provided--,http://www.pawsforassistance.com.au/,-
German Shepherd K9 Training,--Not Provided--,5.0,10,--Not Provided--,http://thegsdk9.com.au/,-
Croydon & District Obedience Dog Club,--Not Provided--,4.7,43,"Croydon VIC, Australia",http://www.croydondogclub.com.au/,3136
Rock Dog Training,+61 408 180 152,5.0,11,--Not Provided--,http://www.rockdogtraining.com.au/,-
Diona The Trainer,--Not Provided--,5.0,96,--Not Provided--,http://www.dionathetrainer.com/,-
Northern Obedience Dog Club,+61 407 523 741,4.6,31,"Aberfeldie VIC, Australia",http://northernobedience.com.au/,3040
Canine Clarity,+61 493 627 384,5.0,19,--Not Provided--,http://www.canineclarity.com.au/,-
Formal Dogs,+61 438 423 230,4.3,7,--Not Provided--,http://formaldogs.com.au/,-
Westside Paws,+61 422 189 525,5.0,11,--Not Provided--,http://www.westsidepaws.com.au/,-
Northcote Obedience Dog Club,+61 412 037 705,4.6,28,"Fairfield VIC, Australia",https://northcoteobediencedogclub.org.au/,2165
Elisabeth's Positive Dog Training,+61 480 236 055,5.0,5,--Not Provided--,http://epdt.com.au/,-
K9s with Confidence,+61 408 774 687,5.0,16,--Not Provided--,http://k9confidence.com.au/,-
Knox Obedience Dog Club,+61 3 9763 1444,4.8,51,"Knoxfield VIC, Australia",http://knoxodc.org.au/,3180
Cloud Nine Canine,+61 434 206 275,5.0,6,--Not Provided--,https://instagram.com/cloud_nine_canine?igshid=OGQ5ZDc2ODk2ZA==,-
Westside Paws,+61 422 189 525,5.0,11,--Not Provided--,http://www.westsidepaws.com.au/,-
Gentle Modern School of Dog Training,+61 418 371 060,5.0,5,"Heidelberg VIC, Australia",https://gentlemodernschoolofdogtraining.com.au/Melbourne,3084
Elisabeth's Positive Dog Training,+61 480 236 055,5.0,5,--Not Provided--,http://epdt.com.au/,-
Victorian Obedience Dog Club,--Not Provided--,4.5,18,"Boxhill VIC, Australia",https://www.vicobedience.org/,-
Cooper and Kids,+61 438 081 323,5.0,12,--Not Provided--,http://www.cooperandkids.com/,-
Legion Dog Training,--Not Provided--,5.0,10,--Not Provided--,https://legiondogtraining.com/,-
Glen Iris Dog Training Club Inc.,+61 3 9885 7078,4.9,15,"Ashburton VIC, Australia",http://glenirisdogtrainingclub.org.au/,3147
Trained Tails,+61 431 608 696,5.0,3,--Not Provided--,https://trainedtails.com.au/,-
The Kind Canine,+61 491 735 599,5.0,21,--Not Provided--,http://thekindcanine.com.au/,-
MollysK9Training,+61 411 606 121,5.0,9,--Not Provided--,http://www.mollysk9training.com.au/,-
Mero Dog Training,+61 433 992 910,5.0,5,--Not Provided--,https://mero.dog/,-
Serenity Canine Academy,+61 481 318 797,5.0,6,"Ashwood VIC, Australia",http://serenitycanineacademy.com.au/,3147
Trick and Treat Training,+61 422 652 040,5.0,6,"Hawthorn East VIC, Australia",http://www.trickandtreattraining.com/,3122
Westside Paws Pty Ltd,+61 422 189 525,5.0,19,--Not Provided--,http://www.westsidepaws.com.au/,-
Diamond Valley Dog Obedience Club,--Not Provided--,4.1,8,"Greensborough VIC, Australia",https://www.facebook.com/diamondvalleydogobedience,3088
Woofers World,--Not Provided--,4.4,110,"Ormond VIC, Australia",http://www.woofersworld.com.au/,3204
Paw Prints Across Melbourne Dog Walking & Pet Minding,--Not Provided--,5.0,8,--Not Provided--,https://pawprintsacrossmelbourne.com/,-
Pawsome Interactions,+61 409 011 003,5.0,11,"Capel Sound VIC, Australia",https://www.pawsomeinteractions.com.au/,6271
Trained Tails,+61 431 608 696,5.0,3,--Not Provided--,https://trainedtails.com.au/,-
Good Dog Canine Education,+61 407 077 430,5.0,7,--Not Provided--,http://www.gooddogcanineeducation.com/,-
Crosspaws,+61 425 713 227,5.0,4,--Not Provided--,http://www.crosspaws.com.au/,-
Diamond Valley Dog Obedience Club,--Not Provided--,4.1,8,"Greensborough VIC, Australia",https://www.facebook.com/diamondvalleydogobedience,3088
The Kintala Club,+61 400 444 024,4.9,7,"Heidelberg VIC, Australia",http://kintala.com.au/,3084
Altona Civic Obedience Dog Club,+61 432 745 303,4.4,5,"Altona VIC, Australia",http://www.altonadogobedience.org.au/,3018
Cerberus K9 Academy,+61 438 595 570,5.0,4,--Not Provided--,https://www.cerberusk9academy.com/,-
Wild Things Veterinary Behaviour Services,+61 414 588 586,5.0,7,"Rosanna VIC, Australia",http://wildthingsvbs.com.au/,3084
Trick and Treat Training,+61 422 652 040,5.0,6,"Hawthorn East VIC, Australia",http://www.trickandtreattraining.com/,3122
Pawsome Interactions,+61 409 011 003,5.0,11,"Capel Sound VIC, Australia",https://www.pawsomeinteractions.com.au/,6271
South Paws Dog Training & Dog Walking.,+61 499 170 003,5.0,4,"Wheelers Hill VIC, Australia",http://www.southpawsdogtraining.com.au/,3150
Queen of the Hounds,--Not Provided--,4.7,15,"Yarraville VIC, Australia",http://www.queenofthehounds.com.au/,3013
Perfect Paws Behaviour Solutions,+61 479 151 920,5.0,4,--Not Provided--,http://www.perfectpawsbehavioursolutions.com/,-
Therapy Animals Australia,+61 438 770 994,4.0,2,--Not Provided--,https://therapyanimals.com.au/,-
Laika Pet Training,+61 3 9070 5435,4.3,16,"Kew East VIC, Australia",http://laikapettraining.com/,3101
KCC Park,--Not Provided--,4.5,331,"Skye VIC, Australia",http://www.dogsvictoria.org.au,3977
VICDOG - Dog Training & Behaviour Specialists,+61 423 021 824,5.0,1,--Not Provided--,http://www.vicdog.com.au/,-
How To Train a Dog,+61 401 405 050,5.0,1,--Not Provided--,http://howtotrainadog.com.au/,-
The Doghouse Pet Services,--Not Provided--,5.0,12,--Not Provided--,https://thedoghouse.au/,-
Dogs and Bonds,+61 424 879 617,5.0,1,--Not Provided--,http://www.dogsandbonds.com.au/,-
K9 Ease,+61 408 587 400,5.0,2,--Not Provided--,http://www.k9ease.com/,-
Mis Mannered Pups,+61 422 697 519,5.0,6,"Wantirna VIC, Australia",https://www.mismanneredpups.com.au/,3152
Calmk9,+61 422 900 190,5.0,2,--Not Provided--,http://calmk9.com.au/,-
Puddles and Pippin,--Not Provided--,5.0,6,--Not Provided--,http://www.puddlesandpippin.com/,-
Animal People,--Not Provided--,5.0,1,--Not Provided--,http://animalpeople.com.au/,-
Windsor Walkies Pty Ltd,--Not Provided--,5.0,36,--Not Provided--,http://www.windsorwalkies.com.au/,-
Calm k9 training,+61 422 900 190,5.0,3,--Not Provided--,http://calmk9.com.au/,-
Dogtime Pet Services - Dog Trainer,+61 435 179 200,5.0,1,"Brighton East VIC, Australia",http://dogtime.com.au/,3186
HavaWalk,+61 411 919 315,5.0,4,--Not Provided--,https://havawalk.com.au/,-
Works For Birds - Training & Behavior,+61 408 350 942,5.0,5,"Burwood VIC, Australia",http://www.worksforbirds.com.au/,3125
Wag It Dog Walking,--Not Provided--,5.0,1,--Not Provided--,http://www.wagit.com.au/,-
HavaWalk,+61 411 919 315,5.0,1,--Not Provided--,http://www.havawalk.com.au/,-
Diggers Herding & K9 Education,--Not Provided--,4.8,24,"Sunbury VIC, Australia",http://www.diggersherding.com/,3429
Lead From The Front Dog Training,+61 402 918 585,5.0,1,--Not Provided--,https://www.leadfromthefront.com.au/,-
Jess' Canine College,+61 433 487 683,5.0,7,--Not Provided--,http://www.jesscaninecollege.com/,-
Get Your Dog Walking,+61 438 161 113,4.9,14,--Not Provided--,https://www.getyourdogwalking.com.au/,-
Puppy School,+61 3 9480 1333,5.0,1,"Thornbury VIC, Australia",https://www.thornburyvet.com.au/about-us,3071
Triple RRR Dog Training-Rescue Rehabilitate Retrain,+61 438 767 745,5.0,1,--Not Provided--,http://triplerrrdogtraining.com.au/,-
Andy's Doggy Day Care,--Not Provided--,4.6,76,"Brunswick East VIC, Australia",http://www.andysdoggydaycare.com.au/,3056
From A Dog's View (Puppy School),+61 414 999 480,5.0,1,"West Footscray VIC, Australia",https://www.fromadogsview.com.au/puppy-classes/,3003
Whyte Whispers Dog Trainer,+61 484 097 314,5.0,3,--Not Provided--,http://www.whytewhispers.com/,-
Nose A Lot,+61 437 669 022,5.0,1,--Not Provided--,http://nosealot.com.au/,-
