title,phone,rating,review,address,website,post_code
Paws of Fun,--Not Provided--,4.7,111,"Cperdown NSW, Australia",https://www.pawsoffun.com.au/,-
Palette Studio Dog Grooming,+61 2 9719 3635,4.2,66,"Drummoyne NSW, Australia",http://www.palettestudio.com.au/,2047
CENTENNIAL BARK,--Not Provided--,4.8,81,"Waterloo NSW, Australia",http://www.centennialbark.com.au/,2017
Dogcom Pet Grooming & Day Care Studio,+61 488 888 933,4.7,62,"Gordon NSW, Australia",https://www.instagram.com/p/Csupi3lSSUF/?igshid=MzRlODBiNWFlZA==,2072
Dogs Only Grooming,+61 2 9938 6563,4.5,43,"Brookvale NSW, Australia",http://www.dogsonlygrooming.com.au/,2100
Talk of The Tail Dog Grooming Eastwood,--Not Provided--,4.9,26,--Not Provided--,http://www.talkofthetail.com.au/,-
Puppcorn Potts Point,+61 450 878 977,4.6,32,"Potts Point NSW, Australia",https://puppcornpet.wixsite.com/puppcornpetboutique,2011
El Jefe & Co.,+61 415 364 977,4.8,71,--Not Provided--,http://www.eljefeandco.com/,-
Phil's Dog Salon,+61 423 416 275,5.0,54,"Rydalmere NSW, Australia",https://philsdogsalon.wixsite.com/oodle,2116
Sugar Paws,+61 408 309 993,4.8,19,"St Leonards NSW, Australia",http://sugarpaws.com.au/,3021
Noonies Pet Care,--Not Provided--,4.7,108,--Not Provided--,http://www.noonies.org/,-
Dogs in Town,--Not Provided--,4.8,218,"Alexandria NSW, Australia",http://www.dogsintown.com.au/,1435
Mucky Mutz Dog Grooming,+61 421 149 126,4.6,100,"Asquith NSW, Australia",http://www.muckymutz.com.au/,2077
Qpet Rosebery,+61 2 8313 8988,4.6,101,"Rosebery NSW, Australia",http://qpet.com.au/,2018
"Paw Republic, Crows Nest",--Not Provided--,4.8,135,"Crows Nest NSW, Australia",http://www.pawrepublic.com.au/,2065
Mosman Paws Doggy Daycare and Grooming,+61 2 8964 0042,4.6,53,"Mosman NSW, Australia",http://www.mosmanpaws.com.au/,6012
Barber Paw dog grooming Naremburn/Crows Nest 2065,+61 421 541 662,4.9,67,"Naremburn NSW, Australia",https://nancypipi2005.wixsite.com/barberpawdogdaycareg,2065
Planet Pooch,+61 2 9399 8284,4.7,24,"Randwick NSW, Australia",http://www.planetpooch.com.au/,2031
Palette Studio Dog Grooming,+61 2 9719 3635,4.2,66,"Drummoyne NSW, Australia",http://www.palettestudio.com.au/,2047
Furever Friends Dog Grooming,+61 414 249 589,5.0,12,--Not Provided--,http://www.fureverfriends.com.au/,-
Pawz In Style,+61 468 452 000,4.6,119,"Croydon Park NSW, Australia",http://www.pawzinstyle.com.au/,3136
Talk of The Tail Dog Grooming Eastwood,--Not Provided--,4.9,26,--Not Provided--,http://www.talkofthetail.com.au/,-
Darling Paws Grooming Boutique,+61 406 338 333,4.1,65,"Lane Cove NSW, Australia",https://a1029127366.wixsite.com/mysite,2066
Paw4Friends,+61 432 902 875,4.8,91,"Darlinghurst NSW, Australia",https://paw4friends.com/,2010
PETFECTIONS,+61 455 788 111,4.8,65,"Crows Nest NSW, Australia",http://petfections.com.au/,2065
Paws & Palms,+61 2 9519 8876,4.1,38,"Marrickville NSW, Australia",https://pawsnpalms.com.au/,2204
The Groom Lounge,+61 466 455 685,5.0,13,--Not Provided--,http://www.thegroomlounge.com.au/,-
Paw Stars,+61 402 164 441,4.7,42,"Rose Bay NSW, Australia",https://www.pawstars.com.au/,2029
Puppy Playground,--Not Provided--,4.6,109,"Zetland NSW, Australia",http://www.puppyplaygroundsydney.com.au/,2017
Pet Time Grooming Shop Miranda,+61 452 668 277,4.8,22,"Miranda NSW, Australia",https://sydneypettime.com.au/,5700
Planet Pooch,+61 2 9399 8284,4.7,24,"Randwick NSW, Australia",http://www.planetpooch.com.au/,2031
Jim's Dog Wash and Grooming Casula,--Not Provided--,4.5,11,--Not Provided--,https://jimsdogwash.net.au/,-
The Fur Salon by Rufus & Coco (Balgowlah),+61 2 9959 4640,4.6,25,"Balgowlah NSW, Australia",http://thefursalon.com.au/,2093
Mosman Paws Doggy Daycare and Grooming,+61 2 8964 0042,4.6,53,"Mosman NSW, Australia",http://www.mosmanpaws.com.au/,6012
The Fur Salon by Rufus & Coco (Mosman),+61 2 9960 5019,4.7,67,"Mosman NSW, Australia",http://www.thefursalon.com.au/,6012
Barkly's & Co,+61 401 833 858,4.5,24,"Dolls Point NSW, Australia",http://instagram.com/barklys_co/,2219
Carolcity Pet Studio,+61 405 300 305,4.7,27,"Croydon NSW, Australia",http://www.carolcity.com.au/,3136
DOGUE Balmain,--Not Provided--,4.6,206,"Balmain NSW, Australia",https://dogue.com.au/pet-shops/balmain/,2041
Blue Wheelers Mascot,+61 450 661 391,4.8,20,--Not Provided--,http://bluewheelers.com.au/mobile-dog-grooming/mascot-nsw,-
Barber Paw dog grooming Naremburn/Crows Nest 2065,+61 421 541 662,4.9,67,"Naremburn NSW, Australia",https://nancypipi2005.wixsite.com/barberpawdogdaycareg,2065
Tails R Wagging,--Not Provided--,4.1,82,"Rozelle NSW, Australia",http://www.tailsrwagging.com/,2039
Groomer Girl Personalised Dog Grooming,+61 2 9569 5781,4.9,9,"Stanmore NSW, Australia",https://www.facebook.com/Groomergirlpdg,4514
Paw Stars Alexandria,+61 402 164 441,4.9,23,"Alexandria NSW, Australia",https://www.pawstars.com.au/,1435
Pawz In Style,+61 468 452 000,4.6,119,"Croydon Park NSW, Australia",http://www.pawzinstyle.com.au/,3136
Bow Wow Dog Wash and Grooming,+61 433 107 418,4.5,23,"The Ponds NSW, Australia",http://bowwowdogwashandgrooming.com.au/,4061
PawsAbout Pet Boutique,+61 2 8021 7708,4.3,44,"Coogee NSW, Australia",http://www.pawsabout.com.au/,6166
Pooch Empire Dog Wash & Grooming,+61 425 217 273,4.6,10,"Seven Hills NSW, Australia",https://pooch-empire-grooming-service.business.site/?utm_source=gmb&utm_medium=referral,2147
The Canine Collective,--Not Provided--,4.5,24,"Narraweena NSW, Australia",http://www.caninecollective.com.au/,2099
Tomoko's Dog Grooming,+61 416 657 727,4.4,14,"Putney NSW, Australia",https://tomokodoggrooming.wixsite.com/website,2112
The Groom Lounge,+61 466 455 685,5.0,13,--Not Provided--,http://www.thegroomlounge.com.au/,-
Puppuccino Pet Spa Mosman,+61 455 989 952,4.2,33,"Mosman NSW, Australia",http://www.puppuccino.com.au/,6012
Jim's Dog Wash and Grooming Harrington Park,--Not Provided--,4.6,17,--Not Provided--,https://jimsdogwash.net.au/franchisees/harrington-park/,-
DOGUE Bondi,--Not Provided--,4.6,118,"Bondi Junction NSW, Australia",http://www.dogue.com.au/dogue-stores/bondi-store/,2026
Paw Pleasure,+61 478 833 661,5.0,7,"Ashfield NSW, Australia",http://www.pawpleasure.com.au/,2131
The Fur Salon by Rufus & Coco (Queens Park),+61 2 9389 4588,4.4,19,"Queens Park NSW, Australia",https://www.thefursalon.com.au/,2022
Puppy Pawlour,+61 432 877 363,4.7,12,--Not Provided--,http://www.puppypawlour.com/,-
The Well Groomed - Riverview Dog Grooming,+61 2 8964 1072,5.0,16,"Riverview NSW, Australia",http://www.thewellgroomed.com.au/,4303
Bubble and Groom,+61 430 711 787,4.7,40,"Cherrybrook NSW, Australia",https://bubble-and-groom.business.site/?utm_source=gmb&utm_medium=referral,2126
K-PUP dog grooming,+61 430 114 678,5.0,8,"Penshurst NSW, Australia",http://www.instagram.com/kpupdoggrooming,2222
Suprepet pet boutique Bondi Junction,--Not Provided--,5.0,11,"Bondi Junction NSW, Australia",https://rarapetcare.com/,2026
Dash DogWash Mascot,+61 413 338 523,5.0,5,--Not Provided--,https://dashdogwash.com.au/mobile-dog-grooming/mascot-nsw/,-
Ultimo Dog Grooming,+61 430 221 307,4.3,6,"Ultimo NSW, Australia",http://www.ultimodoggrooming.com.au/,2007
Marley and Friends,+61 2 9363 9927,4.3,11,"Double Bay NSW, Australia",http://www.marleyandfriends.com.au/,2028
Best Buddies Mobile Dog Wash And Grooming,+61 452 656 876,4.3,9,--Not Provided--,http://bestbuddiesdoggrooming.com.au/,-
Rara Petcare ｜Seaforth,+61 451 515 364,4.0,21,"Seaforth NSW, Australia",http://rarapetcare.com/,2092
Doggy BnG Grooming,+61 425 257 509,5.0,13,"Pendle Hill NSW, Australia",http://doggybng.com/?utm_source=gmb&utm_medium=referral,2145
Groomed by Karyn,+61 401 997 023,5.0,10,"North Narrabeen NSW, Australia",https://m.facebook.com/Groomed-by-Karyn-109503111711617/?ref=bookmarks,3978
HPET,+61 468 456 688,4.8,21,"Pymble NSW, Australia",http://www.hpet.com.au/,2073
Poochtopia Grooming,+61 449 705 857,4.4,7,--Not Provided--,http://poochtopia.com.au/,-
Pets in the City,+61 2 9953 1264,4.0,9,"Neutral Bay NSW, Australia",https://www.petsinthecity.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb,2089
POSH PAWS MOBILE GROOMING,+61 425 204 092,5.0,8,--Not Provided--,http://poshpaws.com.au/,-
PetCloud,--Not Provided--,4.6,44,--Not Provided--,https://www.petcloud.com.au/?UTM_source=GMB_listing&UTM_medium=organic&utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_content=Pet%20Sitters%20Sydney%20%7C%20PetCloud%20%7C%20Find%20RSPCA%20Accredited%20Pet%20Carers%20-%20Potts%20Point&utm_term=plcid_2744026086882989294,-
Dog Addiction,+61 447 822 144,4.4,14,--Not Provided--,https://bowralcoop.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb,-
hound-hub,+61 2 9908 5006,5.0,7,"Cremorne NSW, Australia",http://www.hound-hub.com.au/,2090
Blue Wheelers Wattle Grove,+61 1300 659 055,4.9,9,--Not Provided--,http://www.bluewheelers.com.au/mobile-dog-grooming/wattlegrove-nsw/,-
Bambo and Pochi,+61 411 889 071,4.8,5,--Not Provided--,http://www.bamboandpochi.com.au/,-
Barkers Grooming & Dog Washing,+61 430 245 309,4.6,9,"West Pymble NSW, Australia",https://barkers-grooming-dog-washing.business.site/?utm_source=gmb&utm_medium=referral,3003
Petstock Zetland,--Not Provided--,4.2,208,"Zetland NSW, Australia",https://www.petstock.com.au/pages/store/petstock-zetland?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_content=Zetland&utm_term=plcid_2702576902371131765,2017
Adore The Paw,--Not Provided--,5.0,8,--Not Provided--,http://www.adorethepaw.com.au/,-
Petbarn,--Not Provided--,4.4,484,"Taren Point NSW, Australia",https://www.petbarn.com.au/store-finder/caringbah?utm_source=google&utm_medium=organic&utm_campaign=local_seo&utm_term=taren-point,2229
Dirty Dog Lazy Cat,+61 402 161 265,5.0,14,"Collaroy Plateau NSW, Australia",http://www.dirtydoglazycat.com.au/,2097
Bubble Dog Grooming Services,+61 422 567 728,4.8,66,"Blacktown NSW, Australia",http://bubbledoggrooming.com.au/,2148
Petbarn Alexandria McEvoy,--Not Provided--,4.3,741,"Alexandria NSW, Australia",https://www.petbarn.com.au/store-finder/alexandria-mcevoy?utm_source=google&utm_medium=organic&utm_campaign=local_seo&utm_term=alexandria,1435
Groom Club,+61 451 534 663,5.0,7,"Neutral Bay NSW, Australia",http://groomclub.com.au/,2089
Shaggy Babies,+61 411 847 644,5.0,10,"Neutral Bay NSW, Australia",http://shaggybabies.com.au/,2089
Petite Dog Grooming,+61 492 997 007,5.0,1,--Not Provided--,http://www.petitedoggrooming.com/,-
Petbarn Neutral Bay,--Not Provided--,4.1,162,"Neutral Bay NSW, Australia",https://www.petbarn.com.au/store-finder/neutral-bay?utm_source=google&utm_medium=organic&utm_campaign=local_seo&utm_term=neutral-bay,2089
Aussie Pooch Mobile Dog Wash Thornleigh,+61 1300 369 369,5.0,4,--Not Provided--,https://www.aussiepm.com.au/dog-wash-grooming/thornleigh,-
Sydney Animal Hospitals Inner West,--Not Provided--,4.8,217,"Stanmore NSW, Australia",https://sydneyanimalhospitals.com.au/contact/inner-west?utm_source=Google&utm_medium=GMB&utm_campaign=Maps-inner-west,4514
Petite Dog Grooming,+61 492 997 007,5.0,1,--Not Provided--,http://www.petitedoggrooming.com/,-
Sydney Animal Hospitals Norwest,--Not Provided--,4.3,198,"Bella Vista NSW, Australia",https://sydneyanimalhospitals.com.au/contact/norwest?utm_source=Google&utm_medium=GMB&utm_campaign=Maps-norwest,2153
4 Paws Neutral Bay,--Not Provided--,4.7,137,"Neutral Bay NSW, Australia",https://www.4pawsvet.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb,2089
Petbarn,--Not Provided--,4.4,484,"Taren Point NSW, Australia",https://www.petbarn.com.au/store-finder/caringbah?utm_source=google&utm_medium=organic&utm_campaign=local_seo&utm_term=taren-point,2229
Sydney Animal Hospitals Newtown,--Not Provided--,4.5,331,"Erskineville NSW, Australia",https://sydneyanimalhospitals.com.au/contact/newtown?utm_source=Google&utm_medium=GMB&utm_campaign=Maps-newtown,2043
Sydney Animal Hospitals Kellyville,--Not Provided--,4.5,214,"Kellyville NSW, Australia",https://sydneyanimalhospitals.com.au/contact/kellyville?utm_source=Google&utm_medium=GMB&utm_campaign=Maps-kellyville,2155
Magic Mutts,+61 417 807 902,5.0,1,"Five Dock NSW, Australia",http://www.magicmutts.com.au/,2046
"Gorgeous Pets - Dog Daycare, Boarding & Cavoodle Breeder",--Not Provided--,4.2,46,"Randwick NSW, Australia",https://www.gorgeouspets.com.au/,2031
Vetmed Northbridge,--Not Provided--,4.6,46,"Northbridge NSW, Australia",https://www.vetmed.com.au/?utm_source=google&utm_medium=GMB&utm_campaign=Map/Northbridge,2063
Blue Wheelers Matraville,+61 434 629 933,5.0,1,--Not Provided--,http://www.bluewheelers.com.au/mobile-dog-grooming/matraville-nsw/,-
The Perfect Buddy,+61 435 533 010,5.0,6,--Not Provided--,http://www.theperfectbuddy.com.au/,-
Aussie Pooch Mobile Dog Wash Richmond,+61 1300 369 369,5.0,1,--Not Provided--,https://www.aussiepm.com.au/dog-wash-grooming/richmond,-
Happy Paws Fitness,--Not Provided--,4.8,23,"Darlinghurst NSW, Australia",http://www.happypawsfitness.com/,2010
4 Paws Neutral Bay,--Not Provided--,4.7,137,"Neutral Bay NSW, Australia",https://www.4pawsvet.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb,2089
