title,phone,rating,review,address,website,post_code
Canterbury Dog Grooming,+61 3 9836 9836,4.4,12,"Canterbury VIC, Australia",http://www.canterburydoggrooming.com.au/,3126
Masters Pet Grooming,+61 3 8316 1056,4.5,144,"Point Cook VIC, Australia",http://www.masterspetgrooming.com.au/,3030
DOGUE Williamstown,+61 3 9975 7443,4.6,49,"Willistown VIC, Australia",https://dogue.com.au/pet-shops/williamstown/,-
Aussie Pooch Mobile Dog Wash Caroline Springs,+61 1300 369 369,4.2,6,--Not Provided--,https://www.aussiepm.com.au/dog-wash-grooming/caroline-springs,-
Elegant Dog Grooming Service,+61 421 218 723,4.3,15,"Lalor VIC, Australia",http://www.elegantdog.com.au/,3075
SUPER AFRO DOG GROOMING,+61 421 485 188,5.0,5,--Not Provided--,http://superafro.com.au/,-
Urban Paws,--Not Provided--,4.7,152,"Yarraville VIC, Australia",http://www.urbanpaws.com.au/,3013
Ginger & Gray,+61 435 466 586,5.0,117,"Port Melbourne VIC, Australia",https://www.gingerandgray.com.au/,3207
Doggy Dog Grooming,+61 478 290 305,5.0,16,"Bellfield VIC, Australia",https://www.doggydoggrooming.com.au/,3081
DOGUE Brighton,--Not Provided--,4.4,124,"Brighton VIC, Australia",https://dogue.com.au/pet-shops/brighton/,3186
Blue Wheelers Beaumaris,+61 421 801 332,4.8,5,--Not Provided--,https://www.bluewheelers.com.au/mobile-dog-grooming/beaumaris-vic/,-
Modern Dog Grooming,+61 466 005 572,5.0,7,"Tarneit VIC, Australia",http://www.moderndoggrooming.com.au/,3029
Dog grooming by Nat,+61 420 214 210,5.0,20,"Thornbury VIC, Australia",https://www.facebook.com/doggroomingbynat/,3071
Petstock Prahran,--Not Provided--,4.5,206,"Prahran VIC, Australia",https://www.petstock.com.au/pages/store/petstock-prahran?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_content=PETstock%20Prahran%20-%20Prahran&utm_term=plcid_4623127972699974805,3181
Absolute PAWfection Dog Grooming,+61 415 423 822,5.0,5,"Plumpton VIC, Australia",http://absolutepawfection.com.au/,2761
Barks & Bubbles Dog Grooming Salon,+61 402 729 722,4.8,8,"Langwarrin VIC, Australia",https://www.facebook.com/barksandbubblesdoggroomingsalon/,3910
The Salon at Pitter Patter Paws,+61 493 529 963,5.0,9,"Flemington VIC, Australia",http://pppmelbourne.com.au/,3031
Urban Furdo Pet Styling,+61 435 111 543,5.0,4,--Not Provided--,https://urban-furdo-pet-styling.square.site/,-
LOCAL MOBILE DOG GROOMING SERVICES,+61 430 910 298,5.0,2,"Balwyn VIC, Australia",https://local-mobile-dog-grooming-services.business.site/?utm_source=gmb&utm_medium=referral,3103
Pulse Dog Washing & Grooming Point Cook,+61 484 337 684,5.0,2,--Not Provided--,https://www.pulsedogwash.com.au/dog-washing-point-cook/,-
TopKnotz Dog Grooming,+61 432 611 900,4.0,8,"Clayton South VIC, Australia",https://www.facebook.com/Topknotz-Dog-Grooming-104679797696300/,3168
Petbarn,--Not Provided--,4.4,277,"Brunswick VIC, Australia",https://www.petbarn.com.au/store-finder/brunswick?utm_source=google&utm_medium=organic&utm_campaign=local_seo&utm_term=brunswick,3056
Angelic Grooms,+61 406 616 847,5.0,4,--Not Provided--,https://richardudo.wixsite.com/angelicgrooms,-
Jim's Dog Wash,--Not Provided--,5.0,3,--Not Provided--,https://jimsdogwash.net.au/,-
Dooba Organic DIY Dog Wash,+61 3 9005 7029,5.0,6,--Not Provided--,http://www.dooba.com.au/,-
Pawadise Pets,+61 405 916 997,5.0,3,--Not Provided--,http://www.pawadisepets.com.au/,-
Johnston Street Veterinary Clinic,--Not Provided--,4.7,236,"Fitzroy VIC, Australia",http://www.jsvet.com.au/,3068
Jim's Dog Wash,--Not Provided--,5.0,2,--Not Provided--,https://booking.moego.pet/go/?name=JimsDogWashMoorabbin,-
Studio Pets,--Not Provided--,4.7,37,"Sandringh VIC, Australia",http://facebook.com/studiopets3191,-
Pug Friday and Friends - Mobile Dog Wash,--Not Provided--,5.0,2,--Not Provided--,http://facebook.com/pugfridayandfriends,-
Angelic Grooms,+61 406 616 847,5.0,4,--Not Provided--,https://richardudo.wixsite.com/angelicgrooms,-
Nellys ark,--Not Provided--,4.9,89,"Fairfield VIC, Australia",https://www.nellysark.com.au/,2165
TopKnotz Dog Grooming,+61 432 611 900,4.0,8,"Clayton South VIC, Australia",https://www.facebook.com/Topknotz-Dog-Grooming-104679797696300/,3168
Happy Barkday Grooming,+61 426 890 432,5.0,4,"Brunswick VIC, Australia",https://www.instagram.com/happybarkdaygrooming/,3056
Fuzz'n Furry Dog grooming,+61 407 941 866,5.0,2,"Aberfeldie VIC, Australia",http://facebook.com/fuzznfurry,3040
A Bathing Hound Dog Grooming,+61 421 479 435,5.0,4,"Forest Hill VIC, Australia",https://a-bathing-hound.business.site/?utm_source=gmb&utm_medium=referral,4078
Petstock Ormond,--Not Provided--,4.6,404,"Ormond VIC, Australia",https://www.petstock.com.au/pages/store/petstock-ormond?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_content=PETstock%20Ormond%20-%20Ormond&utm_term=plcid_14348122285501736090,3204
Aussie Pooch Mobile Altona,+61 430 099 691,5.0,1,--Not Provided--,https://m.facebook.com/AussiePoochMobileDogWashAltona/,-
LOCAL MOBILE DOG GROOMING SERVICES,+61 430 910 298,5.0,2,"Balwyn VIC, Australia",https://local-mobile-dog-grooming-services.business.site/?utm_source=gmb&utm_medium=referral,3103
The Doggy Grooming Room,+61 413 197 655,5.0,2,"Taylors Hill VIC, Australia",https://m.facebook.com/doggygroomingroom/,3038
kates wags dog grooming,+61 415 229 189,5.0,2,"Sydenh VIC, Australia",https://www.facebook.com/W.A.G.Swesternanimalgroomingservices,-
Johnston Street Veterinary Clinic,--Not Provided--,4.7,236,"Fitzroy VIC, Australia",http://www.jsvet.com.au/,3068
Pet Sitting Melbourne | Mad Paws | Overnight & Daytime Pet Care,--Not Provided--,4.4,290,--Not Provided--,https://www.madpaws.com.au/petsitters/melbourne-vic,-
Hound Around Town - Mobile Dog Grooming,--Not Provided--,5.0,6,--Not Provided--,https://www.facebook.com/houndaroundtowngrooming,-
