title,phone,rating,review,address,website,post_code
Dog On It,+61 435 462 432,5.0,53,"Queenscliff NSW, Australia",http://www.dogonit.com.au/,2096
Pawsitive Mindset,+61 416 208 071,5.0,8,--Not Provided--,http://www.pawsitivemindset.com.au/,-
Dog & Bone Sydney,+61 416 814 250,5.0,11,"Croydon Park NSW, Australia",https://dogandbonetraining.com/,3136
Not So Wild | Dog Training,+61 433 600 652,5.0,18,--Not Provided--,https://notsowild.co/,-
Puppy to Dog School,+61 404 016 836,4.8,15,--Not Provided--,http://www.puppytodogschool.com.au/,-
Bond & Beyond Dog Specialist,+61 401 225 405,5.0,45,--Not Provided--,http://www.bondbeyond.com.au/,-
Maddy's Dog School,+61 451 113 184,5.0,11,"Clovelly NSW, Australia",http://www.maddysdogschool.com/,5042
Howling Success Dog Training,+61 425 349 326,5.0,22,--Not Provided--,https://howlingsuccessdogtraining.com/,-
Pawprint Dog Training,+61 402 446 417,4.7,54,--Not Provided--,https://www.pawprintdogtraining.com.au/,-
K9 Connection Dog Training,+61 418 188 804,5.0,14,--Not Provided--,http://www.k9connectiondogtraining.com.au/,-
Positively Rewarding,+61 421 188 819,5.0,21,"Balmain NSW, Australia",http://www.positivelyrewarding.com.au/,2041
Dogwise Behaviour and Training - North Shore,+61 400 707 388,5.0,6,--Not Provided--,http://www.dogwisetraining.com.au/,-
Amy's Puppy Pre-School,+61 410 485 175,5.0,26,"Narraweena NSW, Australia",http://www.puppypre-school.com.au/,2099
Rascals and Mutts Dog Walking & Training,+61 423 412 406,5.0,14,--Not Provided--,http://www.rascalsandmutts.com/,-
Nooch's Pooches,+61 423 706 676,4.9,68,"Monterey NSW, Australia",http://www.npdogtraining.com/,2217
Paws Plus Consulting,+61 410 667 414,4.8,37,"Caringbah NSW, Australia",http://www.pawsplusconsulting.com/,2229
Paddington Puppy School by The Dog Sessions,+61 411 494 346,5.0,18,"Paddington NSW, Australia",http://www.thedogsessions.com.au/,4064
ZVER Canine - Professional Dog Training,+61 435 192 167,5.0,46,--Not Provided--,https://www.zver.com.au/,-
Bark Busters Home Dog Training Northern Suburbs Sydney,+61 1800 067 710,5.0,7,--Not Provided--,https://barkbusters.com.au/dog_trainers/sharon-scott-birrell/,-
Happy Chappy dog training,+61 479 054 116,5.0,16,--Not Provided--,https://www.happychappydogtraining.com/,-
Dog Modo,+61 434 812 130,5.0,7,"Balgowlah NSW, Australia",http://www.dogmodo.com.au/,2093
Animal Wellness and Behaviour,+61 414 179 056,5.0,60,"Penrith NSW, Australia",https://www.animalwellnessandbehaviour.com.au/,2750
Gold Class K9,+61 434 700 046,5.0,22,--Not Provided--,http://www.goldclassk9.net/,-
Cheeky Pup! Dog Training,+61 433 533 139,4.4,9,--Not Provided--,http://cheekypup.com.au/,-
Canine Evolution,+61 1800 226 463,4.9,12,--Not Provided--,http://canineevolution.com.au/,-
Curious Canine Training,+61 434 413 165,5.0,26,--Not Provided--,https://curiouscaninetraining.com.au/,-
The Dog Jogger,--Not Provided--,5.0,7,--Not Provided--,https://www.thedogjogger.com.au/,-
Goodog Positive Dog Training,+61 424 740 234,5.0,19,--Not Provided--,http://goodog.com.au/,-
Take a lead,--Not Provided--,5.0,11,"Rose Bay NSW, Australia",http://www.takealead.com.au/,2029
"Pro Paws Professional Dog Training, Walking and Pet Sitting",+61 402 310 463,4.3,12,"Gladesville NSW, Australia",https://www.propaws.com.au/,2111
Skill Up my Pup,+61 452 090 605,5.0,21,--Not Provided--,http://www.skillupmypup.com/,-
Dog Goals,+61 431 378 985,5.0,11,--Not Provided--,http://www.doggoals.com.au/,-
Dog manners sydney,+61 405 716 442,5.0,8,"Engadine NSW, Australia",http://www.dogmannerssydney.com.au/,2233
Problems On Paws,+61 406 649 633,5.0,13,--Not Provided--,https://www.problemsonpaws.com.au/,-
Pawsitive Training Solutions,+61 432 228 607,5.0,17,--Not Provided--,http://www.pawsitivetraining.com.au/,-
R+ Dog Training,+61 430 006 045,4.9,16,"Dural NSW, Australia",https://www.rplusdogtraining.com.au/,2158
The Hound Lounge,--Not Provided--,4.9,76,"Cperdown NSW, Australia",http://www.thehoundlounge.com.au/,-
Pups Academy,+61 466 800 347,5.0,11,--Not Provided--,https://app.acuityscheduling.com/schedule.php?owner=20016932,-
DOG STAR Training,+61 420 722 148,5.0,3,--Not Provided--,http://www.dogstartraining.com.au/,-
Serenity Scent Work,+61 492 916 505,5.0,8,--Not Provided--,https://serenitydogtraining.com.au/,-
Champagne Paws Surry Hills,+61 422 393 267,5.0,5,--Not Provided--,https://bio.site/ChampagnePaws,-
Mad Dogs & Englishmen Strathfield & Five Dock - Dog Walking & Doggy Daycare,--Not Provided--,5.0,20,--Not Provided--,http://www.maddogsdogwalking.com.au/,-
Pawsitive Vibe Fitness,+61 490 493 471,5.0,9,"Centennial Park NSW, Australia",http://www.pawsitivevibefitness.com/,6330
Sydney dog behavioural centre,+61 477 330 800,5.0,21,"Catherine Field NSW, Australia",https://sydneydogbehaviouralcentre.com.au/,2557
Dogs On Cue,+61 451 919 302,5.0,5,"Brookvale NSW, Australia",http://www.dogsoncue.com.au/,2100
Stellar Paws,--Not Provided--,4.8,24,"Naremburn NSW, Australia",https://stellarpaws.com.au/,2065
Miss Behaviour Dog Training Services,--Not Provided--,4.5,10,"Hebersh NSW, Australia",http://www.miss-behaviour.com.au/,-
The Dog Exorcist Dog Behaviourist,+61 432 750 250,5.0,4,--Not Provided--,https://noonies.org/dog-behaviour-guru/,-
The Unemployed Dogs,+61 426 613 601,5.0,10,--Not Provided--,http://www.theunemployeddogs.com.au/,-
Lamarra Canine,+61 415 776 161,4.9,13,"Vineyard NSW, Australia",http://www.lamarracanine.com.au/,2765
I walk your dog,+61 435 141 157,5.0,5,--Not Provided--,https://www.iwalkyourdog.com.au/,-
Sydney Canine School,+61 450 911 154,5.0,2,--Not Provided--,http://sydneycanineschool.com.au/,-
Puppy Playground,--Not Provided--,4.6,109,"Zetland NSW, Australia",http://www.puppyplaygroundsydney.com.au/,2017
Total Dog,+61 403 779 336,5.0,6,"Beacon Hill NSW, Australia",http://www.totaldog.biz/,2100
Megan's Dog Training,+61 417 237 407,5.0,19,--Not Provided--,https://www.facebook.com/profile.php?id=100057685448630,-
Positive Dogs,+61 416 090 600,5.0,3,--Not Provided--,http://www.positivedogs.com.au/,-
Pets Training & Boarding | Dog Kennels & Cat Hotels in Sydney,+61 1300 889 263,4.3,182,"Berkshire Park NSW, Australia",https://www.petstrainingandboarding.com.au/,2765
Bayside Dogs,+61 404 679 216,5.0,7,--Not Provided--,https://www.baysidedogs.com.au/,-
Happy Tails Dog Services,--Not Provided--,4.4,7,"Camperdown NSW, Australia",https://thehappiestoftails.com.au/,3260
Dog 'n' Puppy Training,--Not Provided--,5.0,1,--Not Provided--,https://sites.google.com/view/puppyndogtraining/home,-
Promising Pups Dog Training,+61 402 280 868,5.0,10,--Not Provided--,https://promisingpups.com.au/,-
Understanding Canine Dog Training,--Not Provided--,5.0,13,--Not Provided--,https://www.understandingcanine.com/,-
Mad Dogs & Englishmen Inner West - Dog Walking & Doggy Daycare,--Not Provided--,4.5,17,--Not Provided--,http://www.maddogsandenglishmen.com.au/,-
Margi & Me,+61 431 927 315,5.0,3,--Not Provided--,http://www.margiandme.com.au/,-
WOOFLES Professional Dog Services - Inner West,--Not Provided--,5.0,17,"Leichhardt NSW, Australia",http://www.woofles.com.au/,4305
Shake & Wag,+61 416 116 432,5.0,3,--Not Provided--,http://shakeandwag.com.au/,-
Mad Dogs & Englishmen Coogee - Dog Walking and Doggy Daycare,--Not Provided--,4.7,12,--Not Provided--,http://www.mdae.com.au/,-
Curious Paws,+61 474 955 695,5.0,3,--Not Provided--,http://www.curiouspaws.com.au/,-
Adore The Paw,--Not Provided--,5.0,8,--Not Provided--,http://www.adorethepaw.com.au/,-
Paws Mindfully,+61 452 280 543,5.0,2,--Not Provided--,https://www.pawsmindfully.com.au/,-
Austins' Dog Training Education,--Not Provided--,5.0,4,--Not Provided--,https://www.austinsdogtrainingeducation.com.au/,-
Formidable k9,+61 477 330 800,5.0,3,--Not Provided--,http://www.formidablek9.com/,-
Trained by Phoebe,+61 424 728 483,5.0,4,--Not Provided--,https://www.facebook.com/TrainedbyPhoebe,-
Puppy School Hills District | Dog Training Hills District,+61 2 8294 5356,5.0,2,--Not Provided--,https://puppyschoolhillsdistrict.com/,-
K9 VARSITY,+61 422 174 818,5.0,3,--Not Provided--,http://www.facebook.com/k9varsity,-
Dogtastic Training Sydney,+61 404 588 993,5.0,3,--Not Provided--,http://www.dogtasticsydney.com.au/,-
Doggie Does Good,+61 418 208 583,5.0,1,"Leichhardt NSW, Australia",http://www.doggiedoesgood.com.au/,4305
Agility Dog Club of NSW Inc.,+61 411 763 280,4.0,7,"Baulkham Hills NSW, Australia",https://www.agilitydogclubnsw.com.au/,2153
Hanrob,--Not Provided--,4.6,221,"Mascot NSW, Australia",https://hanrob.com.au/locations/sydney-airport/,2020
Oh My Woof,--Not Provided--,5.0,10,"Arncliffe NSW, Australia",https://ohmywoof.com.au/,2205
Dogster,--Not Provided--,4.4,29,--Not Provided--,http://www.dogster.com.au/,-
Animal Talent,+61 437 148 402,4.8,35,"Woy Woy NSW, Australia",https://animaltalent.com.au/,2256
Dog Walking Adventures & Pet Care Services,--Not Provided--,5.0,7,"Alexandria NSW, Australia",http://www.dogwalkingadventures.com.au/,1435
Canine C.A.R.E.GIVERS,--Not Provided--,5.0,2,--Not Provided--,https://caninecaregivers.com.au/,-
Caio Lopes Lamarra Canine Dog Training,+61 415 776 161,5.0,1,"Vineyard NSW, Australia",http://www.lamarracanine.com.au/,2765
Paws of DownUnder,+61 450 183 260,5.0,3,--Not Provided--,http://www.pawsofdownunder.com.au/,-
The Dog Nose,+61 434 842 447,5.0,2,--Not Provided--,http://www.thedognose.com.au/,-
Steve Austin Canine Behaviour and Training,+61 419 983 164,5.0,1,"Arcadia NSW, Australia",https://www.austinsdogtrainingeducation.com.au/,2159
Dogs @ Play,--Not Provided--,4.6,155,"Surry Hills NSW, Australia",http://dogsplay.com.au/,2010
Tails R Wagging,--Not Provided--,4.1,82,"Rozelle NSW, Australia",http://www.tailsrwagging.com/,2039
Noonies Pet Care,--Not Provided--,4.7,108,--Not Provided--,http://www.noonies.org/,-
Little Urban Wolves,--Not Provided--,5.0,25,"Homebush NSW, Australia",https://littleurbanwolves.com.au/,2140
The Dog Sessions,--Not Provided--,4.3,6,--Not Provided--,http://www.thedogsessions.com.au/,-
Goin' Muttz,+61 435 139 880,5.0,36,"Dunlop ACT, Australia",https://www.goinmuttz.com.au/,2615
That Dog Trainer Dude,+61 409 365 222,5.0,16,--Not Provided--,https://thatdogtrainerdude.com/,-
Dogs in Town,--Not Provided--,4.8,218,"Alexandria NSW, Australia",http://www.dogsintown.com.au/,1435
Canine Fun Sports,+61 2 9918 2375,4.0,1,"Avalon Beach NSW, Australia",http://caninefunsports.com.au/,2107
PetCloud,--Not Provided--,4.6,44,--Not Provided--,https://www.petcloud.com.au/?UTM_source=GMB_listing&UTM_medium=organic&utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_content=Pet%20Sitters%20Sydney%20%7C%20PetCloud%20%7C%20Find%20RSPCA%20Accredited%20Pet%20Carers%20-%20Potts%20Point&utm_term=plcid_2744026086882989294,-
Bark Brigade,--Not Provided--,5.0,2,--Not Provided--,http://barkbrigade.com.au/,-
