title,phone,rating,review,address,website,post_code
Aussie Pooch Mobile Dog Wash Salisbury,+61 1300 369 369,4.4,7,--Not Provided--,https://www.aussiepm.com.au/dog-wash-grooming/salisbury,-
Casey k9 Care Mobile Dog Wash and Grooming,+61 422 550 750,4.6,10,--Not Provided--,http://www.caseyk9care.com/,-
Hairy Hounds Dog Grooming Salon,+61 423 554 352,4.1,27,"Somerton Park SA, Australia",https://hairy-hounds-dog-grooming-salon.business.site/,5044
Uncle Rogers Doggy Wash,+61 434 049 844,5.0,7,--Not Provided--,https://www.facebook.com/profile.php?id=100083292253431,-
Dogcity Daycare West - Thebarton,--Not Provided--,4.8,75,"Thebarton SA, Australia",https://dogcity.com.au/,5031
Aussie Pooch Mobile Dog Wash North East Adelaide,+61 1300 369 369,4.8,23,--Not Provided--,https://www.aussiepm.com.au/dog-wash-grooming/munno-para,-
Beau's Pet Hotel,--Not Provided--,4.5,231,"Adelaide Airport SA, Australia",https://beaus.org.au/,5006
Blue Wheelers Reynella,+61 420 404 724,4.2,5,--Not Provided--,http://www.bluewheelers.com.au/mobile-dog-grooming/reynella-sa/,-
Aussie Pooch Mobile Dog Wash Morphett Vale,+61 1300 369 369,5.0,5,--Not Provided--,https://www.aussiepm.com.au/dog-wash-grooming/morphett-vale,-
Aussie Pooch Mobile Dog Wash Campbelltown SA,+61 1300 369 369,4.2,5,--Not Provided--,https://www.aussiepm.com.au/dog-wash-grooming/,-
Dash DogWash Greenwith,+61 478 791 234,5.0,8,--Not Provided--,http://dashdogwash.com.au/mobile-dog-grooming/greenwith-sa/,-
Live Love Bark - Mobile & Salon Dog Grooming,+61 476 499 141,4.8,18,"Munno Para West SA, Australia",https://livelovebark.business.site/?utm_source=gmb&utm_medium=referral,5115
Dee's Dazzling Doggies,+61 475 626 188,5.0,13,"Glenelg East SA, Australia",https://deesdazzlingdoggies.com.au/,5045
The Funky Foxhound,+61 448 149 590,4.6,14,"Seaview Downs SA, Australia",http://www.thefunkyfoxhound.com/,5049
Blue Wheelers Morphett Vale,+61 412 811 198,5.0,5,--Not Provided--,http://www.bluewheelers.com.au/mobile-dog-grooming/morphett-vale-sa/,-
Blue Wheelers Parafield Gardens,+61 402 963 737,4.1,8,--Not Provided--,http://www.bluewheelers.com.au/mobile-dog-grooming/parafield-gardens-sa/,-
Scottie Clipz,+61 450 678 036,4.8,42,"Blackwood SA, Australia",http://www.scottieclipzgrooming.com/,5051
Delightful Pets,+61 8 8341 6396,4.6,14,"Semaphore SA, Australia",http://www.delightfulpets.com.au/,5019
Dogcity Daycare South - Keswick,--Not Provided--,4.8,33,"Keswick SA, Australia",https://dogcity.com.au/,5035
Aussie Pooch Mobile Dog Wash Woodville,+61 1300 369 369,5.0,4,--Not Provided--,https://www.aussiepm.com.au/dog-wash-grooming/woodville,-
Paws! then play Rostrevor,+61 438 604 664,4.9,19,"Rostrevor SA, Australia",http://www.pawsthenplay.com.au/,5073
Jim's Dog Wash (Semaphore),--Not Provided--,4.0,4,--Not Provided--,https://jimsdogwash.net.au/,-
Blue Wheelers Aldinga Beach,+61 478 936 929,5.0,5,--Not Provided--,https://www.bluewheelers.com.au/mobile-dog-grooming/blue-wheelers-aldinga-beach/,-
Petstock Sefton Park,--Not Provided--,4.5,361,"Sefton Park SA, Australia",https://www.petstock.com.au/pages/store/petstock-sefton-park?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_content=PETstock%20Sefton%20Park%20-%20Sefton%20Park&utm_term=plcid_5864682113898934492,2162
Blue Wheelers Angle Vale,+61 404 492 757,5.0,8,--Not Provided--,https://www.bluewheelers.com.au/mobile-dog-grooming/angle-vale-sa/,-
Aussie Pooch Mobile Dog Wash Modbury,+61 1300 369 369,5.0,3,--Not Provided--,https://www.aussiepm.com.au/dog-wash-grooming/,-
Blue Wheelers Largs Bay,+61 427 714 068,4.8,4,--Not Provided--,http://www.bluewheelers.com.au/mobile-dog-grooming/largs-bay-sa/,-
Prada Paws Dog Salon,+61 421 023 407,5.0,2,--Not Provided--,http://pradapaws.com.au/,-
Jim's Dog Wash (Pooraka),--Not Provided--,4.0,4,--Not Provided--,https://jimsdogwash.net.au/,-
Vesta dog grooming studio,+61 411 989 301,5.0,12,"Aberfoyle Park SA, Australia",https://www.vestagrooming.com.au/,5159
Dog Grooming by Rosslyn (NOT taking New Customer bookings),+61 418 811 705,4.9,8,"Brooklyn Park SA, Australia",https://dog-grooming-by-rosslyn.business.site/?utm_source=gmb&utm_medium=referral,5032
Jim's Dog Wash (Parafield Gardens),--Not Provided--,4.7,3,--Not Provided--,https://jimsdogwash.net.au/,-
Doggy Styling. Professional Groomers,+61 8 8298 6705,4.0,20,"Warradale SA, Australia",http://www.doggystylingpg.com/,5046
Tea Tree Gully Dog Grooming,+61 8 8289 5391,4.4,14,"Wynn Vale SA, Australia",https://tea-tree-gully-dog-grooming.business.site/,5127
"Big paws, Little claws",+61 401 618 823,5.0,3,--Not Provided--,https://www.facebook.com/BPLCAdelaide,-
Jim's Dog Wash Bridgewater,--Not Provided--,5.0,2,--Not Provided--,http://www.jimsdogwash.net.au/,-
Purrfect Paws Cat Grooming,+61 422 031 796,4.0,6,--Not Provided--,http://www.purrfectpawscatgrooming.com.au/,-
Petstock Prospect,+61 8 8121 3341,4.4,85,"Sefton Park SA, Australia",https://www.petstock.com.au/pages/store/petstock-prospect?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_content=Prospect&utm_term=plcid_6669578963668103325,2162
Jim's Dog Wash Modbury,+61 483 092 411,4.8,6,--Not Provided--,https://jimsdogwash.net.au/franchisees/modbury/,-
Jim's Dog Wash Klemzig,--Not Provided--,5.0,1,--Not Provided--,http://www.jimsdogwash.net.au/,-
Pulse Dog Washing Glenelg,+61 416 458 641,5.0,2,--Not Provided--,http://www.pulsedogwashing.com.au/,-
Fur Babies Grooming and Spa,+61 411 634 639,5.0,3,"Holden Hill SA, Australia",https://fur-babies-mobile-grooming.business.site/?utm_source=gmb&utm_medium=referral,5088
Blue Wheelers Walkley Heights,+61 1300 659 055,4.2,5,"Walkley Heights SA, Australia",https://www.bluewheelers.com.au/mobile-dog-grooming/walkley-heights-sa/,5098
Aussie Pooch Mobile Dog Wash Paralowie,+61 1300 369 369,5.0,6,--Not Provided--,https://www.aussiepm.com.au/dog-wash-grooming/paralowie,-
Blue Wheelers Aberfoyle Park,+61 421 637 743,5.0,1,--Not Provided--,https://www.bluewheelers.com.au/mobile-dog-grooming/aberfoyle-park-sa/,-
Blue Wheelers Walkley Heights,+61 430 128 632,5.0,1,--Not Provided--,http://www.bluewheelers.com.au/mobile-dog-grooming/walkley-heights-sa/,-
Casey K9 Care,+61 481 562 572,5.0,1,--Not Provided--,https://caseyk9care.wixsite.com/caseyk9care,-
Opie & Friends Dog Grooming,+61 428 945 899,5.0,3,"Sellicks Beach SA, Australia",https://www.facebook.com/opieandfriendsdoggrooming,5174
Jim's Dog Wash Glenelg,--Not Provided--,5.0,3,--Not Provided--,https://jimsdogwash.net.au/franchisees/glenelg/,-
Kip Adelaide North,--Not Provided--,4.5,139,"Virginia SA, Australia",http://kip.com.au/locations/adelaidenorth,4014
AlfaDog,--Not Provided--,4.6,12,"Glenelg North SA, Australia",https://www.alfadog.com.au/,5045
Stephen Terrace Veterinary Clinic,--Not Provided--,4.8,47,"St Peters SA, Australia",https://vetatstephen.com.au/,3021
Tangled Tailz Dog Grooming,+61 452 553 796,5.0,3,"Redwood Park SA, Australia",https://m.facebook.com/109831388317463,5097
The Fur Factor! Mobile /salon Dogwash and Groom,+61 431 321 586,5.0,4,"Burton SA, Australia",https://the-fur-factor-mobile-dogwash-and-groom.business.site/,5110
ShamPuppies Mobile Dog Wash,+61 450 767 727,5.0,4,--Not Provided--,http://www.shampuppies.com.au/,-
Petstock Melrose Park,--Not Provided--,4.4,916,"Melrose Park SA, Australia",https://www.petstock.com.au/pages/store/petstock-melrose-park?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_content=PETstock%20Melrose%20Park%20-%20Melrose%20Park&utm_term=plcid_17192126003009980905,5039
Jim's Dog Wash West Lakes,--Not Provided--,5.0,3,--Not Provided--,https://jimsdogwash.net.au/franchisees/west-lakes/,-
Petstock Hollywood,+61 8 8295 5990,4.3,36,"Salisbury Downs SA, Australia",https://www.petstock.com.au/pages/store/petstock-hollywood?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_content=Hollywood,4107
Jim's Dog Wash Morphett Vale,--Not Provided--,5.0,1,"Morphett Vale SA, Australia",https://jimsdogwash.net.au/,5162
Aussie Pooch Mobile Dog Wash Burton,+61 1300 369 369,5.0,1,--Not Provided--,https://www.aussiepm.com.au/dog-wash-grooming/burton,-
Happy Pet Helpers ~ Dog Walking | Pet Taxi | Moblie Pet Store,--Not Provided--,4.8,6,--Not Provided--,http://www.happypethelpers.com.au/,-
Furry Friends Professional Pet Styling,+61 448 004 266,4.3,7,"Balhannah SA, Australia",http://furry-friends-104121.square.site/,5242
Pampered Pussycats,+61 459 782 106,5.0,6,--Not Provided--,http://www.pamperedpussycats.com.au/,-
KYKY'S Cat & Dog Grooming,+61 427 079 981,5.0,1,--Not Provided--,https://kykys-dog-cat-grooming.business.site/?utm_source=gmb&utm_medium=referral,-
Jim's Dog Wash and Grooming (Elizabeth),--Not Provided--,5.0,3,--Not Provided--,http://www.jimsdogwash.net.au/,-
