title,phone,rating,review,address,post_code,website,facebook,twitter,instagram,youtube,emails
Barker Behaviour and Training,--Not Provided--,5,5,"Mount Barker SA, Australia",3930,http://www.barkerbehaviour.com.au/,https://www.facebook.com/BarkerBehaviour,No Available,No Available,No Available,"training@barkerbehaviour.com.au, training@barkerbehaviour.com.au"
Boutique Paws,+61 1300 697 297,3.1,151,"Parkside SA, Australia",4825,https://www.boutiquepaws.com.au/,https://www.facebook.com/myboutiquepaws,No Available,No Available,No Available,
Adelaide Plains Kennel & Obedience Club,--Not Provided--,5,2,"Lewiston SA, Australia",5501,https://www.facebook.com/groups/453827048156115/?ref=share,https://www.facebook.com/groups,No Available,No Available,No Available,
A Dog's ABC's,+61 8 8523 2004,5,1,"Aldinga Beach SA, Australia",5173,http://www.dogtraining-gawlerbarossa.websyte.com.au/,No Available,No Available,No Available,No Available,
Adelaide Canine Behaviour and Training,--Not Provided--,5,5,"Manningham SA, Australia",5086,https://adelaidedogtraining.com.au/,https://www.facebook.com/AdelaideCanineBehaviourAndTraining,No Available,No Available,No Available,adelaidecaninetraining@gmail.com
Advance Behavioural Training,+61 431 301 118,4.8,170,"Evandale SA, Australia",7212,http://www.advancebehaviouraltraining.com.au/,https://www.facebook.com/tr,No Available,https://www.instagram.com/advancebehaviouraltraining,No Available,"info@abtdogcentre.com.au, info@abtdogcentre.com.au"
Canine Connect,--Not Provided--,4.5,71,"Hackham SA, Australia",5163,http://www.canineconnect.com.au/,https://www.facebook.com/CanineConnectAustralia,No Available,https://www.instagram.com/canineconnectoz,https://www.youtube.com/channel/UCFbE0m1YHT7R_M6O4MvVrGQ,"training@canineconnect.com.au, training@canineconnect.com.au"
Dogwise Daycare,+61 452 101 029,5,83,"Munno Para West SA, Australia",5115,http://www.dogwisedaycare.com.au/,https://www.facebook.com/Dogwise,No Available,https://www.instagram.com/dogwisedaycare,No Available,"info@dogwisedaycare.com.au, info@dogwisedaycare.com.au"
Adelaide K9 Services,+61 413 067 769,5,9,"Clarendon SA, Australia",5157,http://www.adelaidek9.com.au/,No Available,No Available,No Available,No Available,"scott@adelaidek9.com.au, scott@adelaidek9.com.au"
Canine Assist,+61 484 694 520,5,7,"Mount Pleasant SA, Australia",3930,http://www.canine-assist.com.au/,No Available,No Available,No Available,No Available,
Beyond Dogs,+61 435 311 535,5,22,--Not Provided--,-,https://www.beyonddogs.au/,https://www.facebook.com/beyonddogs,No Available,https://www.instagram.com/beyond,No Available,"info@beyonddogs.au, info@beyonddogs.au"
AlfaDog,+61 405 539 381,4.6,12,"Aldinga Beach SA, Australia",5173,https://www.alfadog.com.au/,https://www.facebook.com/ALFADog,No Available,No Available,https://www.youtube.com/embed/APM0Q_gdWs0,"info@alfadog.com.au, info@website.com, info@website.com, info@alfadog.com.au, info@alfadog.com.au"
Refreshing Paws Dog Training,+61 411 317 212,5,16,"Evandale SA, Australia",7212,http://www.refreshingpawsdogtraining.com.au/,http://www.facebook.com/2008,No Available,https://www.instagram.com/refreshingpawsdogtraining,No Available,
Canine Interaction,+61 432 247 999,5,11,"Hackham SA, Australia",5163,https://canineinteraction.com.au/,https://www.facebook.com/tr,No Available,https://www.instagram.com/canineinteraction,No Available,
Dog Training Adelaide,+61 475 440 783,3.4,12,"Munno Para West SA, Australia",5115,https://dogtrainingadelaide.net.au/,https://www.facebook.com/adelaidedogtraining,No Available,No Available,No Available,
Live Love Bark - Mobile & Salon Dog Grooming,+61 476 499 141,4.8,18,"Clarendon SA, Australia",5157,https://livelovebark.business.site/?utm_source=gmb&utm_medium=referral,No Available,No Available,No Available,No Available,
Ari and Me Doggy Daycare,+61 420 228 506,4.7,54,"Mount Pleasant SA, Australia",3930,http://www.ariandmedoggydaycare.com.au/,https://www.facebook.com/Ariandmedoggydaycare,No Available,No Available,No Available,
Puppy Partners,+61 408 089 555,5,16,"Aldinga Beach SA, Australia",5173,https://www.puppypartners.com.au/,https://www.facebook.com/puppypartnersSA,No Available,No Available,No Available,
Wolfpack Dog Training,+61 413 975 296,5,16,"Manningham SA, Australia",5086,http://www.wolfpackdogtraining.com/,https://www.facebook.com/profile,No Available,No Available,No Available,
Noarlunga City Obedience Dog Club,+61 481 845 050,4.6,20,"Evandale SA, Australia",7212,http://noarlungadogclub.net/,http://www.facebook.com/2008,No Available,No Available,https://www.youtube.com/channel/UCK8itRPig0xu-xt62bTyWig,"noarlungadogclub@gmail.com, noarlungadogclub@gmail.com"
All Breeds Dog Training,+61 475 440 783,3.3,8,"Hackham SA, Australia",5163,https://allbreedsdogtraining.com/,https://www.facebook.com/adelaidedogtraining,No Available,No Available,No Available,
Doghouse Daycare and Grooming,+61 8 8293 6791,4.7,86,"Munno Para West SA, Australia",5115,https://www.doghousedaycare.com.au/contact-us/,https://www.facebook.com/tr,No Available,https://www.instagram.com/doghouseadelaide,https://www.youtube.com/user/DoghouseDaycare67,"dogsplay@doghousedaycare.com.au, dogsplay@doghousedaycare.com.au, dogsplay@doghousedaycare.com.au, dogsplay@doghousedaycare.com.au"
German Shepherd Dog Club Of Sa Inc,+61 8 8353 7895,4.5,23,"Clarendon SA, Australia",5157,http://www.gsdcsa.org.au/,http://www.facebook.com/gsdcsa,No Available,No Available,No Available,
DogFX,+61 8 8269 6622,4.4,100,"Mount Pleasant SA, Australia",3930,http://dogfx.com.au/,http://www.facebook.com/2008,No Available,https://www.instagram.com/dogfxau,No Available,meagan@dogfx.com.au
Dogcity Daycare West - Thebarton,+61 8 8363 5088,4.8,75,--Not Provided--,-,https://dogcity.com.au/,http://www.facebook.com/2008,No Available,https://www.instagram.com/dogcitydaycare,No Available,"east@dogcity.com.au, east@dogcity.com.au, west@dogcity.com.au, west@dogcity.com.au, south@dogcity.com.au, south@dogcity.com.au, north@dogcity.com.au, north@dogcity.com.au, east@dogcity.com.au, east@dogcity.com.au, west@dogcity.com.au, west@dogcity.com.au, south@dogcity.com.au, south@dogcity.com.au, north@dogcity.com.au, north@dogcity.com.au"
Eves Dog Salon,+61 8 8363 7444,4.4,10,"Aldinga Beach SA, Australia",5173,https://eves-dog-salon.business.site/,No Available,No Available,No Available,No Available,
Dogcity Daycare South - Keswick,+61 8 8363 5088,4.8,33,"Manningham SA, Australia",5086,https://dogcity.com.au/,http://www.facebook.com/2008,No Available,https://www.instagram.com/dogcitydaycare,No Available,"east@dogcity.com.au, east@dogcity.com.au, west@dogcity.com.au, west@dogcity.com.au, south@dogcity.com.au, south@dogcity.com.au, north@dogcity.com.au, north@dogcity.com.au, east@dogcity.com.au, east@dogcity.com.au, west@dogcity.com.au, west@dogcity.com.au, south@dogcity.com.au, south@dogcity.com.au, north@dogcity.com.au, north@dogcity.com.au"
Little Dog Daycare,+61 8 8151 1203,5,27,"Evandale SA, Australia",7212,https://www.littledogdaycare.com.au/,https://www.facebook.com/profile,No Available,No Available,No Available,"littledogdaycare@outlook.com, littledogdaycare@outlook.com"
Robert Parkinson Dog Trainer,+61 458 551 954,5,3,"Hackham SA, Australia",5163,http://robert-parkinson.com/,No Available,No Available,No Available,No Available,
Dog Club,+61 406 887 125,5,2,"Munno Para West SA, Australia",5115,http://www.dogclubsa.com/,https://www.facebook.com/dogclubsa,No Available,https://www.instagram.com/dogclubsa,No Available,
Take The Lead Canine Services,+61 429 036 445,4.9,96,"Clarendon SA, Australia",5157,https://taketheleadau.com.au/,https://www.facebook.com/taketheleadau,No Available,https://www.instagram.com/take,No Available,contact@taketheleadau.com.au
Harmony Dogs Australia,+61 8 7288 2661,No ratings,No reviews,"Mount Pleasant SA, Australia",3930,https://www.harmonydogsaus.com.au/,No Available,No Available,No Available,No Available,"gedlan@live.com, info@harmonydogsaus.com.au"
Little Rascals Pet Care,+61 8 8371 4445,4.6,28,"Manningham SA, Australia",5086,http://www.littlerascalspetcare.com.au/,No Available,No Available,No Available,No Available,info@littlerascalspetcare.com.au
Casey k9 Care Mobile Dog Wash and Grooming,+61 422 550 750,4.6,10,"Evandale SA, Australia",7212,http://www.caseyk9care.com/,https://www.facebook.com/caseyk9care,No Available,https://www.instagram.com/caseyk9care,No Available,
SitDropStay Adelaide,+61 1300 306 887,4.8,40,"Hackham SA, Australia",5163,http://sitdropstay.com/dog-training-adelaide/,https://www.facebook.com/sitdropstaydogtraining,No Available,https://www.instagram.com/sitdropstay,No Available,"admin@sitdropstay.com, admin@sitdropstay.com, admin@sitdropstay.com"
Happy Pet Helpers ~ Dog Walking | Pet Taxi | Moblie Pet Store,+61 407 214 456,4.8,6,"Munno Para West SA, Australia",5115,http://www.happypethelpers.com.au/,https://www.facebook.com/2008,No Available,No Available,No Available,happypethelpers@gmail.com
PetCloud Pet Sitting Adelaide,+61 1300 667 785,No ratings,No reviews,"Mount Pleasant SA, Australia",3930,https://www.petcloud.com.au/?UTM_source=GMB_listing&UTM_medium=organic&utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_content=PetCloud%20Pet%20Sitting%20Adelaide&utm_term=plcid_16123804773610833950,https://www.facebook.com/tr,No Available,https://www.instagram.com/petcloud,No Available,
Simple Steps Dog Training Adelaide,+61 419 808 224,5,10,--Not Provided--,-,http://www.simplestepsdogtraining.com/,No Available,No Available,No Available,No Available,
Southern Districts Kennel and Obedience Dog Club,+61 8 8386 1933,4.7,83,"Morphett Vale SA, Australia",5162,https://www.sdkodc.com/,https://www.facebook.com/groups,No Available,No Available,No Available,
Klever Kanine Dog Obedience School,+61 409 840 726,4.7,11,"Ridgehaven SA, Australia",5097,https://kleverkanine.com.au/,No Available,No Available,No Available,https://www.youtube.com/embed/BnjZ732VCRo,"kleverkanine@gmail.com, kleverkanine@gmail.com"
Port Adelaide Obedience Dog Club Inc.,+61 408 854 990,4.4,14,"Osborne SA, Australia",4806,http://www.paodc.com.au/,https://www.facebook.com/PortAdelaideObedienceDogClub,No Available,No Available,No Available,
Dover Gardens Kennel & Obedience Club Inc.,--Not Provided--,4.5,20,"Mitchell Park SA, Australia",4465,http://www.doverdog.org.au,https://www.facebook.com/profile,No Available,No Available,No Available,
SuperDogs Positive Behavioural Training,--Not Provided--,4.3,7,"Happy Valley SA, Australia",5159,https://www.superdogstraining.net/,No Available,No Available,No Available,No Available,"hello@superdogstraining.net, hello@superdogstraining.net, hello@superdogstraining.net"
Dogwise Daycare,--Not Provided--,5,83,"Cheltenh SA, Australia",-,http://www.dogwisedaycare.com.au/,https://www.facebook.com/Dogwise,No Available,https://www.instagram.com/dogwisedaycare,No Available,"info@dogwisedaycare.com.au, info@dogwisedaycare.com.au"
Canine Assist,--Not Provided--,5,7,"Morphett Vale SA, Australia",5162,http://www.canine-assist.com.au/,No Available,No Available,No Available,No Available,
Robert Parkinson Dog Trainer,+61 458 551 954,5,3,"Manningh SA, Australia",-,http://robert-parkinson.com/,No Available,No Available,No Available,No Available,
Gawler Dog Training Club,+61 421 369 567,4,14,"Willaston SA, Australia",5118,http://www.gawlerdogtrainingclubinc.org.au/,https://www.facebook.com/Gawler,No Available,No Available,No Available,
