title,phone,rating,review,address,post_code,website,facebook,twitter,instagram,youtube,emails
Zenergy K9 Training Co,+61 497 538 665,4.9,45,--Not Provided--,-,http://www.zenergyk9.com.au/,https://www.facebook.com/zenergyk9,No Available,https://www.instagram.com/zenergyk9,https://www.youtube.com/channel/UCTCqmQ5p6baK0bAUCKSIZQA,"astigma@astigmatic.com, matt@pixelspread.com, impallari@gmail.com, hello@rfuenzalida.com"
DogzWalkabout Training,+61 408 127 785,5.0,24,--Not Provided--,-,http://www.dogzwalkabout.com/,http://www.facebook.com/sharer,No Available,No Available,No Available,"info@dogzwalkabout.com, info@dogzwalkabout.com"
Tom's Dog Training,+61 476 157 746,5.0,33,--Not Provided--,-,http://www.tomsdogtraining.com.au/,No Available,No Available,https://www.instagram.com/toms,No Available,email@example.com
Four Paws K9 Training,+61 412 523 998,4.8,55,"Sunshine West VIC, Australia",3020,http://www.fourpawsk9training.com.au/,https://www.facebook.com/tr,No Available,https://www.instagram.com/fourpawsk9training,No Available,"dogtraining@iprimus.com.au, info@fourpawsk9training.com.au, info@fourpawsk9training.com.au, dogtraining@iprimus.com.au"
Secret Dogs Business,+61 1300 223 364,4.7,22,"Cheltenh VIC, Australia",-,http://secretdogsbusiness.com.au/,https://www.facebook.com/Secret,No Available,No Available,No Available,
Dogs With Attitude,--Not Provided--,5.0,76,--Not Provided--,-,https://dogswithattitude.com.au/,https://www.facebook.com/Dogs,No Available,No Available,No Available,"email@example.com, secondemail@example.com, info@dogswithattitude.com.au"
Reservoir Dogs Melbourne,+61 415 653 364,5.0,29,"Northcote VIC, Australia",3070,http://www.reservoirdogsmelbourne.com.au/,https://www.facebook.com/reservoirdogsmelbourne,No Available,https://www.instagram.com/reservoirdogsmelbourne,No Available,"info@reservoirdogsmelbourne.com.au, info@reservoirdogsmelbourne.com.au, info@reservoirdogsmelbourne.com.au"
Beautiful Beasts Dog Training & Behaviour Modification,--Not Provided--,5.0,28,--Not Provided--,-,http://beautifulbeasts.com.au/,https://www.facebook.com/vikingdogtrainer,No Available,https://www.instagram.com/vikingdogtrainer,No Available,
Pro Dog Training,+61 413 042 811,4.8,118,"West Footscray VIC, Australia",3003,http://www.prodogtraining.com.au/,https://www.facebook.com/prodogtrainingmelbourne,No Available,https://www.instagram.com/p,No Available,
Dog Training Melbourne | Eastern Companion Dog Training,+61 3 9723 4387,4.8,25,"Ringwood North VIC, Australia",3135,https://www.companiondogtraining.com.au/,https://www.facebook.com/EasternCompanionDogTraining,No Available,No Available,https://www.youtube.com/embed/JsvFhz-mWII,"info@companiondogtraining.com.au, info@companiondogtraining.com.au, info@companiondogtraining.com.au, info@companiondogtraining.com.au, info@companiondogtraining.com.au"
Ibex Canine Training and Behaviour,+61 412 843 245,5.0,22,--Not Provided--,-,http://www.ibexcanine.com.au/,https://www.facebook.com/107512724117609,No Available,No Available,No Available,
Delta Dogz,+61 425 777 029,5.0,28,--Not Provided--,-,http://www.deltadogz.com.au/,https://www.facebook.com/pages,No Available,No Available,No Available,
Direct K9 Services,+61 451 824 278,5.0,21,--Not Provided--,-,https://directk9.com.au/,https://www.facebook.com/DirectK9,No Available,No Available,No Available,"info@directk9.com.au, info@directk9.com.au, info@directk9.com.au, info@directk9.com.au"
Take A Paws In Home Mobile Dog Training Melbourne,+61 422 505 707,4.7,14,--Not Provided--,-,https://takeapaws.com.au/,https://www.facebook.com/takeapawsmelbourne,No Available,No Available,No Available,"mail@takeapaws.com.au, mail@takeapaws.com.au, mail@takeapaws.com.au"
Manners For Paws,--Not Provided--,4.8,32,--Not Provided--,-,http://www.mannersforpaws.com.au/,https://www.facebook.com/mannersforpawsdogtraining,No Available,No Available,No Available,Masonsdogs@daycare.com
hellopuppy,+61 417 325 938,5.0,30,--Not Provided--,-,http://hellopuppy.com.au/,http://www.facebook.com/hellopuppy,No Available,No Available,No Available,"barrywpurcell@gmail.com, barrywpurcell@gmail.com"
True Dog Training,+61 488 144 910,5.0,38,--Not Provided--,-,http://www.truedog.com.au/,https://www.facebook.com/100990602653988,No Available,No Available,No Available,"Info@truedog.com.au, Info@truedog.com.au, Info@truedog.com.au, Info@truedog.com.au"
Dog Manners - Dog Behaviour & Training,+61 434 536 691,5.0,24,--Not Provided--,-,http://www.dogmanners.com.au/,https://www.facebook.com/dogmanners,No Available,No Available,https://www.youtube.com/embed/ySudhiHPzVw,
Bayside Companion Dog Training School,+61 400 551 042,4.7,37,"Bentleigh VIC, Australia",3165,http://www.baysidedogs.org.au/,https://www.facebook.com/BCDTS,No Available,No Available,No Available,
Melanie Norgate Pty Ltd,+61 402 931 580,5.0,26,--Not Provided--,-,http://www.melanienorgate.com/,http://www.facebook.com/2008,No Available,No Available,No Available,"mel@melanienorgate.com, mel@melanienorgate.com, mel@melanienorgate.com, mel@melanienorgate.com, mel@melanienorgate.com"
AUSDOG The Real Dog Trainer Melbourne,+61 3 9870 5105,4.8,13,--Not Provided--,-,http://www.ausdog.com.au/,https://www.facebook.com/AusDogMelbourne,No Available,No Available,No Available,
Hobsons Bay Obedience Dog Club,+61 409 745 868,4.8,11,"Port Melbourne VIC, Australia",3207,http://www.hbodc.asn.au/,http://www.facebook.com/2008,No Available,No Available,No Available,
All Dogs Are Good,+61 490 510 924,5.0,10,--Not Provided--,-,http://www.alldogsaregood.com/,https://www.facebook.com/alldogsaregoodADAG,No Available,No Available,No Available,"info@mysite.com, harriet@alldogsaregood.com"
Ethical Dog Services,+61 403 433 399,5.0,50,--Not Provided--,-,http://www.ethicaldogservices.com.au/,https://www.facebook.com/ethicaldogservices,No Available,No Available,No Available,
Smartypantz Dog Training,+61 408 331 398,5.0,15,--Not Provided--,-,https://smartypantzdogtraining.com.au/,https://www.facebook.com/smartypantzdogtraining,No Available,https://www.instagram.com/smartypantzdogtraining,https://www.youtube.com/embed/D6QXOu08Zyo,woof@smartypantzdogtraining.com.au
Kira Canine Code,+61 400 354 092,4.9,84,"Bentleigh VIC, Australia",3165,http://www.caninecode.com.au/,https://www.facebook.com/Canine,No Available,No Available,https://www.youtube.com/embed/xatjCYZCeuM,
From A Dog's View,+61 414 999 480,5.0,28,--Not Provided--,-,https://www.fromadogsview.com.au/,https://www.facebook.com/fromadogsview,No Available,https://www.instagram.com/fromadogsview,No Available,"info@fromadogsview.com.au, info@fromadogsview.com.au"
Point Cook Dog Training & Day Care,+61 3 8360 7112,4.8,173,"Hoppers Crossing VIC, Australia",3029,http://www.pointcookdogtraining.com.au/,https://www.facebook.com/pointcookdogtraining,No Available,https://www.instagram.com/pcdtraining,https://www.youtube.com/pointcookdogtraining,"info@pointcookdogtraining.com.au, info@pointcookdogtraining.com.au, info@pointcookdogtraining.com.au, info@pointcookdogtraining.com.au"
Barkanine Training,+61 431 331 093,5.0,49,"St Kilda VIC, Australia",3021,http://barkanine.com.au/,http://www.facebook.com/2008,No Available,https://www.instagram.com/barkanine,No Available,barkanine.au@gmail.com
Zen Dog behaviour,+61 422 890 595,5.0,32,--Not Provided--,-,https://www.facebook.com/zendogbehaviour,https://www.facebook.com/login,No Available,No Available,No Available,
The Kind Canine,+61 491 735 599,5.0,21,--Not Provided--,-,http://thekindcanine.com.au/,No Available,No Available,No Available,No Available,
Elite K9 Work Dogs Australia,+61 478 126 835,4.8,18,--Not Provided--,-,https://elitek9workdogsaustralia.com.au/,https://www.facebook.com/Elite,No Available,No Available,No Available,
D.O.G.S. of Vic,+61 411 313 353,4.6,40,"Albert Park VIC, Australia",2650,http://dogsofvic.com.au/,https://www.facebook.com/dogsofvictraining,No Available,https://www.instagram.com/dogsofvic,No Available,"info@dogsofvic.com.au, info@dogsofvic.com.au, info@dogsofvic.com.au, info@dogsofvic.com.au, info@dogsofvic.com.au, info@dogsofvic.com.au, info@dogsofvic.com.au, info@dogsofvic.com.au, info@dogsofvic.com.au"
Shelby Thorn Dog Training,+61 407 278 424,4.6,10,--Not Provided--,-,http://www.thorntherapies.com.au/,http://www.facebook.com/2008,No Available,https://www.instagram.com/thorntherapies,No Available,"hello@thorntherapies.com.au, hello@thorntherapies.com.au, hello@thorntherapies.com.au, hello@thorntherapies.com.au, hello@thorntherapies.com.au, hello@thorntherapies.com.au, hello@thorntherapies.com.au"
Puppy Professor,+61 403 029 590,5.0,14,--Not Provided--,-,http://www.puppyprofessor.com.au/,https://www.facebook.com/puppyprofessormelbourne,No Available,No Available,No Available,"enquiries@puppyprofessor.com.au, enquiries@puppyprofessor.com.au, enquiries@puppyprofessor.com.au, enquiries@puppyprofessor.com.au, enquiries@puppyprofessor.com.au, enquiries@puppyprofessor.com.au"
Train Me Please,+61 413 082 221,5.0,9,--Not Provided--,-,http://www.trainmeplease.com.au/,No Available,No Available,No Available,No Available,"josepereiragomes@gmail.com, trainmepleasemelbourne@gmail.com"
Take A Paws In Home Mobile Dog Training Melbourne,+61 422 505 707,5.0,7,--Not Provided--,-,https://takeapaws.com.au/,https://www.facebook.com/takeapawsmelbourne,No Available,No Available,No Available,"mail@takeapaws.com.au, mail@takeapaws.com.au, mail@takeapaws.com.au"
Moorabbin Obedience Dog Club,+61 437 508 477,4.6,114,"Moorabbin VIC, Australia",3189,http://www.modc.org.au/,No Available,No Available,No Available,No Available,"moorabbinodc@gmail.com, moorabbinodc@gmail.com"
Eastern Companion Dog Training,+61 3 9723 4387,5.0,10,--Not Provided--,-,http://www.companiondogtraining.com.au/,https://www.facebook.com/EasternCompanionDogTraining,No Available,No Available,https://www.youtube.com/embed/JsvFhz-mWII,"info@companiondogtraining.com.au, info@companiondogtraining.com.au, info@companiondogtraining.com.au, info@companiondogtraining.com.au, info@companiondogtraining.com.au"
Woof Wonders,--Not Provided--,5.0,15,--Not Provided--,-,http://www.woofwonders.com/,http://www.facebook.com/2008,No Available,https://www.instagram.com/woofwonders,No Available,
Barking Mad Dog Training,+61 419 247 690,5.0,7,--Not Provided--,-,https://barkingmaddogtraining.com.au/,http://www.facebook.com/2008,No Available,https://www.instagram.com/barkingmaddogtraining,No Available,"info@barkingmaddogtraining.com.au, info@barkingmaddogtraining.com.au, info@barkingmaddogtraining.com.au, info@barkingmaddogtraining.com.au, info@barkingmaddogtraining.com, info@barkingmaddogtraining.com, info@barkingmaddogtraining.com.au, info@barkingmaddogtraining.com.au, user@domain.com, info@barkingmaddogtraining.com.au, info@barkingmaddogtraining.com.au, info@barkingmaddogtraining.com.au, info@barkingmaddogtraining.com.au, info@barkingmaddogtraining.com.au"
Focus On Dog Training,+61 424 583 738,4.9,7,--Not Provided--,-,https://focusondogtraining.com/,https://www.facebook.com/focusondogtraining,No Available,https://www.instagram.com/focusondogtraining,No Available,
Dog Solutions,+61 414 415 728,5.0,18,--Not Provided--,-,https://www.dogsolutions.com.au/,https://www.facebook.com/plugins,No Available,https://www.instagram.com/dogsolutionsau,https://www.youtube.com/channel/UCCzdy-D65j1hSw5j-koqo6g,
Cooper and Kids,+61 438 081 323,5.0,12,--Not Provided--,-,http://www.cooperandkids.com/,https://www.facebook.com/tr,No Available,https://www.instagram.com/cooperandkids,No Available,"mel@cooperandkids.com, mel@cooperandkids.com, mel@cooperandkids.com"
Chilled & Fulfilled,+61 408 171 242,5.0,51,--Not Provided--,-,http://chilledandfulfilled.com/,http://www.facebook.com/2008,No Available,http://www.instagram.com/chilledandfulfilled,No Available,
Angela's Dog Training,+61 409 300 886,4.8,21,"Moonee Ponds VIC, Australia",3039,https://www.angelasdogtraining.com/,https://www.facebook.com/MooneePonds99,No Available,https://www.instagram.com/angelasdogtraining,No Available,
Paws for Assistance Dog Training (PADT),--Not Provided--,5.0,7,--Not Provided--,-,http://www.pawsforassistance.com.au/,http://www.facebook.com/2008,No Available,https://www.instagram.com/pawsforassistancedogtraining,https://www.youtube.com/embed/9EyBSOvbHoI,
German Shepherd K9 Training,--Not Provided--,5.0,10,--Not Provided--,-,http://thegsdk9.com.au/,https://www.facebook.com/GermanShepherdK9Training,No Available,No Available,https://www.youtube.com/channel/UCORGg2d0MIJ0Tp5G5OUoHQw,"info@thegsdk9.com.au, info@thegsdk9.com.au"
Croydon & District Obedience Dog Club,--Not Provided--,4.7,43,"Croydon VIC, Australia",3136,http://www.croydondogclub.com.au/,https://www.facebook.com/cdodogclub,No Available,https://www.instagram.com/croydondogclub,No Available,"preschool@croydondogclub.com.au, preschool@croydondogclub.com.au, secretary@croydondogclub.com.au"
Rock Dog Training,+61 408 180 152,5.0,11,--Not Provided--,-,http://www.rockdogtraining.com.au/,http://www.facebook.com/2008,No Available,https://www.instagram.com/rockdogtraining,No Available,eloise@rockdogtraining.com.au
Diona The Trainer,--Not Provided--,5.0,96,--Not Provided--,-,http://www.dionathetrainer.com/,https://www.facebook.com/DionaTheTrainer,No Available,https://www.instagram.com/DionaTheTrainer,No Available,"HappyDogs@DionaTheTrainer.com, HappyDogs@DionaTheTrainer.com"
Northern Obedience Dog Club,+61 407 523 741,4.6,31,"Aberfeldie VIC, Australia",3040,http://northernobedience.com.au/,https://www.facebook.com/NorthernObedienceDogClub,No Available,No Available,No Available,"northernobedience@gmail.com, northernobedience@gmail.com, northernobedience@gmail.com, northernobedience@gmail.com, northernobedience@gmail.com, northernobedience@gmail.com"
Canine Clarity,+61 493 627 384,5.0,19,--Not Provided--,-,http://www.canineclarity.com.au/,http://www.facebook.com/2008,No Available,No Available,No Available,"email@example.com, email@example.com"
Formal Dogs,+61 438 423 230,4.3,7,--Not Provided--,-,http://formaldogs.com.au/,No Available,No Available,http://www.instagram.com/formaldogs,No Available,
Westside Paws,+61 422 189 525,5.0,11,--Not Provided--,-,http://www.westsidepaws.com.au/,http://www.facebook.com/2008,No Available,https://www.instagram.com/westsidepawsmelbourne,No Available,"jasmine@westsidepaws.com.au, jasmine@westsidepaws.com.au, jasmine@westsidepaws.com.au, Jasmine@westsidepaws.com.au"
Northcote Obedience Dog Club,+61 412 037 705,4.6,28,"Fairfield VIC, Australia",2165,https://northcoteobediencedogclub.org.au/,https://www.facebook.com/Northcote,No Available,https://www.instagram.com/northcoteobediencedog,No Available,
Elisabeth's Positive Dog Training,+61 480 236 055,5.0,5,--Not Provided--,-,http://epdt.com.au/,http://www.facebook.com/2008,No Available,No Available,No Available,"elisabeth@epdt.com.au, elisabeth@epdt.com.au, elisabeth@epdt.com.au, elisabeth@epdt.com.au"
K9s with Confidence,+61 408 774 687,5.0,16,--Not Provided--,-,http://k9confidence.com.au/,No Available,No Available,No Available,No Available,
Knox Obedience Dog Club,+61 3 9763 1444,4.8,51,"Knoxfield VIC, Australia",3180,http://knoxodc.org.au/,https://www.facebook.com/groups,No Available,No Available,No Available,
Cloud Nine Canine,+61 434 206 275,5.0,6,--Not Provided--,-,https://instagram.com/cloud_nine_canine?igshid=OGQ5ZDc2ODk2ZA==,No Available,No Available,No Available,No Available,
Westside Paws,+61 422 189 525,5.0,11,--Not Provided--,-,http://www.westsidepaws.com.au/,http://www.facebook.com/2008,No Available,https://www.instagram.com/westsidepawsmelbourne,No Available,"jasmine@westsidepaws.com.au, jasmine@westsidepaws.com.au, jasmine@westsidepaws.com.au, Jasmine@westsidepaws.com.au"
Gentle Modern School of Dog Training,+61 418 371 060,5.0,5,"Heidelberg VIC, Australia",3084,https://gentlemodernschoolofdogtraining.com.au/Melbourne,https://www.facebook.com/gentlemodernschoolofdogtraining,No Available,No Available,https://www.youtube.com/channel/UC-STAPn1Q4ULfIBAXm04K7g,
Elisabeth's Positive Dog Training,+61 480 236 055,5.0,5,--Not Provided--,-,http://epdt.com.au/,http://www.facebook.com/2008,No Available,No Available,No Available,"elisabeth@epdt.com.au, elisabeth@epdt.com.au, elisabeth@epdt.com.au, elisabeth@epdt.com.au"
Victorian Obedience Dog Club,--Not Provided--,4.5,18,"Boxhill VIC, Australia",-,https://www.vicobedience.org/,No Available,No Available,No Available,No Available,
Cooper and Kids,+61 438 081 323,5.0,12,--Not Provided--,-,http://www.cooperandkids.com/,https://www.facebook.com/tr,No Available,https://www.instagram.com/cooperandkids,No Available,"mel@cooperandkids.com, mel@cooperandkids.com, mel@cooperandkids.com"
Legion Dog Training,--Not Provided--,5.0,10,--Not Provided--,-,https://legiondogtraining.com/,https://www.facebook.com/113367497663636,No Available,https://www.instagram.com/Legiondogtraining,No Available,
Glen Iris Dog Training Club Inc.,+61 3 9885 7078,4.9,15,"Ashburton VIC, Australia",3147,http://glenirisdogtrainingclub.org.au/,No Available,No Available,No Available,No Available,"glenirisdogclub@gmail.com, glenirisdogclub@gmail.com"
Trained Tails,+61 431 608 696,5.0,3,--Not Provided--,-,https://trainedtails.com.au/,https://www.facebook.com/groups,No Available,https://www.instagram.com/assistanceaccomplice,No Available,
The Kind Canine,+61 491 735 599,5.0,21,--Not Provided--,-,http://thekindcanine.com.au/,No Available,No Available,No Available,No Available,
MollysK9Training,+61 411 606 121,5.0,9,--Not Provided--,-,http://www.mollysk9training.com.au/,No Available,No Available,No Available,No Available,
Mero Dog Training,+61 433 992 910,5.0,5,--Not Provided--,-,https://mero.dog/,https://www.facebook.com/merodog,No Available,No Available,https://www.youtube.com/channel/UCPeOz4LpTaeSg_nXLOD6oBQ,
Serenity Canine Academy,+61 481 318 797,5.0,6,"Ashwood VIC, Australia",3147,http://serenitycanineacademy.com.au/,https://www.facebook.com/SerenityCanineAcademy,No Available,No Available,No Available,
Trick and Treat Training,+61 422 652 040,5.0,6,"Hawthorn East VIC, Australia",3122,http://www.trickandtreattraining.com/,http://www.facebook.com/2008,No Available,https://www.instagram.com/trickandtreattraining,No Available,"info@trickandtreattraining.com, info@trickandtreattraining.com"
Westside Paws Pty Ltd,+61 422 189 525,5.0,19,--Not Provided--,-,http://www.westsidepaws.com.au/,http://www.facebook.com/2008,No Available,https://www.instagram.com/westsidepawsmelbourne,No Available,"jasmine@westsidepaws.com.au, jasmine@westsidepaws.com.au, jasmine@westsidepaws.com.au, Jasmine@westsidepaws.com.au"
Diamond Valley Dog Obedience Club,--Not Provided--,4.1,8,"Greensborough VIC, Australia",3088,https://www.facebook.com/diamondvalleydogobedience,https://www.facebook.com/diamondvalleydogobedience,No Available,No Available,No Available,
Woofers World,--Not Provided--,4.4,110,"Ormond VIC, Australia",3204,http://www.woofersworld.com.au/,https://www.facebook.com/WoofersHQ,No Available,No Available,https://www.youtube.com/embed/OIi9tcjHuhE,"jlw@woofersworld.com.au, admin@woofersworld.com.au, jlw@woofersworld.com.au, jlw@woofersworld.com.au, jlw@woofersworld.com.au, admin@woofersworld.com.au, admin@woofersworld.com.au"
Paw Prints Across Melbourne Dog Walking & Pet Minding,--Not Provided--,5.0,8,--Not Provided--,-,https://pawprintsacrossmelbourne.com/,https://www.facebook.com/WordPresscom,No Available,https://www.instagram.com/pawprintsacrossmelbourne,No Available,pawprintsacrossmelbourne@hotmail.com
Pawsome Interactions,+61 409 011 003,5.0,11,"Capel Sound VIC, Australia",6271,https://www.pawsomeinteractions.com.au/,http://www.facebook.com/2008,No Available,https://www.instagram.com/pawsomeinteractions,No Available,"info@pawsomeinteractions.com.au, info@pawsomeinteractions.com.au"
Trained Tails,+61 431 608 696,5.0,3,--Not Provided--,-,https://trainedtails.com.au/,https://www.facebook.com/groups,No Available,https://www.instagram.com/assistanceaccomplice,No Available,
Good Dog Canine Education,+61 407 077 430,5.0,7,--Not Provided--,-,http://www.gooddogcanineeducation.com/,https://www.facebook.com/pg,No Available,No Available,No Available,gooddogcanineeducation@gmail.com
Crosspaws,+61 425 713 227,5.0,4,--Not Provided--,-,http://www.crosspaws.com.au/,https://www.facebook.com/crosspaws,No Available,No Available,No Available,
Diamond Valley Dog Obedience Club,--Not Provided--,4.1,8,"Greensborough VIC, Australia",3088,https://www.facebook.com/diamondvalleydogobedience,https://www.facebook.com/diamondvalleydogobedience,No Available,No Available,No Available,
The Kintala Club,+61 400 444 024,4.9,7,"Heidelberg VIC, Australia",3084,http://kintala.com.au/,No Available,No Available,No Available,No Available,"puppyschool@kintala.com.au, puppyschool@kintala.com.au, admin@kintala.com.au, admin@kintala.com.au"
Altona Civic Obedience Dog Club,+61 432 745 303,4.4,5,"Altona VIC, Australia",3018,http://www.altonadogobedience.org.au/,https://www.facebook.com/altonadogclub,No Available,No Available,No Available,"info@altonadogobedience.org.au, info@altonadogobedience.org.au"
Cerberus K9 Academy,+61 438 595 570,5.0,4,--Not Provided--,-,https://www.cerberusk9academy.com/,No Available,No Available,No Available,No Available,"contact@sansoxygen.com, info@cerberusk9academy.com, info@cerberusk9academy.com"
Wild Things Veterinary Behaviour Services,+61 414 588 586,5.0,7,"Rosanna VIC, Australia",3084,http://wildthingsvbs.com.au/,https://www.facebook.com/wildthingsvbs,No Available,https://www.instagram.com/wildthingsvbs,No Available,info@wildthingsvbs.com.au
Pawsome Interactions,+61 409 011 003,5.0,11,"Capel Sound VIC, Australia",6271,https://www.pawsomeinteractions.com.au/,http://www.facebook.com/2008,No Available,https://www.instagram.com/pawsomeinteractions,No Available,"info@pawsomeinteractions.com.au, info@pawsomeinteractions.com.au"
South Paws Dog Training & Dog Walking.,+61 499 170 003,5.0,4,"Wheelers Hill VIC, Australia",3150,http://www.southpawsdogtraining.com.au/,No Available,No Available,No Available,No Available,
Queen of the Hounds,--Not Provided--,4.7,15,"Yarraville VIC, Australia",3013,http://www.queenofthehounds.com.au/,No Available,No Available,No Available,No Available,
Perfect Paws Behaviour Solutions,+61 479 151 920,5.0,4,--Not Provided--,-,http://www.perfectpawsbehavioursolutions.com/,https://www.facebook.com/perfectpawsbehavioursolutions,No Available,https://www.instagram.com/perfectpawsbehavioursolutions,No Available,"perfectpawsbehavioursolutions@gmail.com, perfectpawsbehavioursolutions@gmail.com"
Therapy Animals Australia,+61 438 770 994,4.0,2,--Not Provided--,-,https://therapyanimals.com.au/,https://www.facebook.com/therapyanimals,No Available,https://www.instagram.com/therapyanimalsaustralia,No Available,"info@therapyanimals.com.au, info@therapyanimals.com.au, info@therapyanimals.com.au, info@therapyanimals.com.au"
Laika Pet Training,+61 3 9070 5435,4.3,16,"Kew East VIC, Australia",3101,http://laikapettraining.com/,http://www.facebook.com/laikapettraining,No Available,No Available,No Available,"hello@laikapettraining.com, hello@laikapettraining.com, hello@laikapettraining.com, hello@laikapettraining.com"
KCC Park,--Not Provided--,4.5,331,"Skye VIC, Australia",3977,http://www.dogsvictoria.org.au,No Available,No Available,No Available,No Available,
VICDOG - Dog Training & Behaviour Specialists,+61 423 021 824,5.0,1,--Not Provided--,-,http://www.vicdog.com.au/,No Available,No Available,No Available,No Available,
How To Train a Dog,+61 401 405 050,5.0,1,--Not Provided--,-,http://howtotrainadog.com.au/,https://www.facebook.com/howtotrainadog,No Available,No Available,No Available,"info@howtotrainadog.com.au, info@howtotrainadog.com.au, info@howtotrainadog.com.au"
The Doghouse Pet Services,--Not Provided--,5.0,12,--Not Provided--,-,https://thedoghouse.au/,No Available,No Available,No Available,No Available,contact@sansoxygen.com
Dogs and Bonds,+61 424 879 617,5.0,1,--Not Provided--,-,http://www.dogsandbonds.com.au/,http://www.facebook.com/2008,No Available,No Available,No Available,
K9 Ease,+61 408 587 400,5.0,2,--Not Provided--,-,http://www.k9ease.com/,https://www.facebook.com/k9ease,No Available,https://www.instagram.com/k9ease,No Available,
