title,phone,rating,review,address,post_code,website,facebook,twitter,instagram,youtube,emails
Bondi Behaviourist,+61 2 9130 2415,5.0,71,--Not Provided--,-,https://www.bondibehaviourist.com/,http://www.facebook.com/2008,No Available,https://www.instagram.com/bondibehaviourist,https://www.youtube.com/channel/UCkyxyofsm9ZB3bwHAPrO0ng,admin@bondibehaviourist.com
Kizuna Canine: Southern Sydney Dog Training,--Not Provided--,5.0,27,--Not Provided--,-,http://www.kizunacanine.com/,No Available,No Available,No Available,No Available,
Bark Busters Eastern Suburbs & Sydney Southern,+61 416 015 589,5.0,183,--Not Provided--,-,https://www.barkbusters.com.au/dog-training-sydney-southern,https://www.facebook.com/tr,No Available,No Available,https://www.youtube.com/channel/UCmFPLhzpXnXHrIYSSpvxKIA,
Paws And Think Animal Training,+61 415 314 970,5.0,32,"St Peters NSW, Australia",3021,http://www.pawsandthink.com.au/,https://www.facebook.com/PATdogtraining,No Available,https://www.instagram.com/pawsandthinkdogtraining,No Available,"hello@pawsandthink.com.au, hello@pawsandthink.com.au, hello@pawsandthink.com.au"
Guard Dog Training Centre,+61 2 4572 5338,4.5,559,"Berkshire Park NSW, Australia",2765,https://www.guarddogtraining.com.au/,https://www.facebook.com/pages,No Available,No Available,https://www.youtube.com/watch,"info@guarddogtraining.com.au, info@guarddogtraining.com.au"
Paws & Train,+61 402 543 945,5.0,36,--Not Provided--,-,http://pawsandtrain.com.au/,https://www.facebook.com/paws,No Available,https://www.instagram.com/paws,No Available,"pawsandtrain.au@gmail.com, pawsandtrain.au@gmail.com, pawsandtrain.au@gmail.com, pawsandtrain.au@gmail.com, pawsandtrain.au@gmail.com, pawsandtrain.au@gmail.com"
so help me dog,+61 434 088 150,5.0,34,"Bondi Junction NSW, Australia",2026,http://www.sohelpmedog.net/,https://www.facebook.com/sophiesohelpmedog,https://www.twitter.com/intent,https://www.instagram.com/sohelpmedog,https://www.youtube.com/channel/UCtn2aHxLHUU3uCIN93k4alg,admin@sohelpmedog.net
Kizuna Canine: Southern Sydney Dog Training,--Not Provided--,5.0,27,--Not Provided--,-,http://www.kizunacanine.com/,No Available,No Available,No Available,No Available,
Mali The Dog Trainer,+61 408 606 967,5.0,45,"Castlecrag NSW, Australia",2068,http://www.malithedogtrainer.com.au/,https://www.facebook.com/Mali,No Available,http://www.instagram.com/malithedogtrainer,https://www.youtube.com/channel/UC4GsNN0NO8wC5UNHuC4Yv0Q/videos,
Dog's Natural Ability,+61 411 556 634,5.0,62,--Not Provided--,-,https://dogsnaturalability.com.au/,No Available,No Available,https://www.instagram.com/dogsnaturalability,No Available,"enquiry@dogsnaturalabilty.com.au, enquiry@dogsnaturalabilty.com.au"
H & C Dog Training,+61 422 264 049,5.0,23,--Not Provided--,-,https://www.handcdogtraining.com.au/,No Available,No Available,https://www.instagram.com/handcdogtraining,No Available,
Dog Behaviour Specialist,+61 422 528 600,4.4,182,"Norwest NSW, Australia",-,http://www.dogbehaviourspecialist.com.au/,http://www.facebook.com/Dog,No Available,No Available,https://www.youtube.com/embed/NaoEHBvrtw0,
Speak Dog - Positive Dog Training Sydney,+61 450 461 210,5.0,13,"Annandale NSW, Australia",2038,http://www.speakdog.com.au/,https://www.facebook.com/SpeakDogSydney,No Available,https://www.instagram.com/speakdog,No Available,"info@speakdog.com.au, info@speakdog.com.au, info@speakdog.com.au, info@speakdog.com.au, info@speakdog.com.au, info@speakdog.com"
dogLOGIC,+61 419 999 975,4.9,55,"Lewish NSW, Australia",-,http://doglogic.com.au/,https://www.facebook.com/DogLOGICdogtraining,No Available,No Available,No Available,"info@doglogic.com.au, info@doglogic.com.au, info@doglogic.com.au, info@doglogic.com.au, info@doglogic.com.au"
Working with Woofers Pty Ltd,+61 421 416 281,5.0,31,--Not Provided--,-,https://www.workingwithwoofers.com/,https://www.facebook.com/workingwithwoofers,No Available,https://www.instagram.com/workingwithwoofers,No Available,"workingwithwoofers@gmail.com, workingwithwoofers@gmail.com, workingwithwoofers@gmail.com, train@workingwithwoofers.com, train@workingwithwoofers.com"
Happy Funny Paws,+61 424 232 721,5.0,25,--Not Provided--,-,https://www.happyfunnypaws.com/,https://www.facebook.com/patriziagugliotta76,No Available,https://www.instagram.com/happyfunnypaws,No Available,"happyfunnypaws@gmail.com, happyfunnypaws@gmail.com"
Sophia Gillis - Dog Behaviourist,+61 423 411 336,5.0,17,--Not Provided--,-,http://sophiagillisdogbehaviourist.com.au/?utm_source=gmb&utm_medium=referral,https://www.facebook.com/Sophiagillisdogbehaviourist,No Available,No Available,No Available,
Sydney All Breeds Dog Training Club,+61 2 0227 2238,4.7,18,"Concord NSW, Australia",2138,http://www.sabdtc.com/membership/,No Available,No Available,No Available,https://www.youtube.com/channel/UCLOvo01JHWPpR36PbFhguMg,"enquiries@sabdtc.com, enquiries@sabdtc.com, enquiries@sabdtc.com, enquiries@sabdtc.com, info@mydomain.com, enquiries@sabdtc.com"
Affinity Dog Training & Behaviour Modification,+61 412 258 203,4.9,19,"Kellyville Ridge NSW, Australia",2155,http://www.affinitydog.com.au/,No Available,No Available,No Available,No Available,"christian@affinitydog.com.au, christian@affinitydog.com.au, christian@affinitydog.com.au, info@affinitydog.com.au, info@affinitydog.com.au, info@affinitydog.com.au"
See Spot Run,+61 405 291 339,4.7,26,"Willoughby NSW, Australia",2068,http://seespotrun.com.au/,https://www.facebook.com/SeeSpotRunDogTraining,No Available,https://www.instagram.com/seespotrun,No Available,"spot@seespotrun.com.au, spot@seespotrun.com.au"
Chasing tails dog training,+61 456 268 547,5.0,27,--Not Provided--,-,http://www.chasingtailsdogtraining.com.au/,No Available,No Available,No Available,No Available,
Guard Dog Training Centre,+61 2 4572 5338,4.5,559,"Berkshire Park NSW, Australia",2765,https://www.guarddogtraining.com.au/,https://www.facebook.com/pages,No Available,No Available,https://www.youtube.com/watch,"info@guarddogtraining.com.au, info@guarddogtraining.com.au"
Training Mutts - Where Anything is Pawsible Dog Training,+61 423 105 395,5.0,11,--Not Provided--,-,https://www.trainingmutts.au/,https://www.facebook.com/trainingmutts,No Available,No Available,https://www.youtube.com/channel/UC8rWt7tu0KL8YzuOAj50AHQ,"nadia@trainingmutts.au, nadia@trainingmutts.au, name@example.com"
K9Fun - Dog Training & Behaviour,+61 424 293 692,4.9,18,--Not Provided--,-,http://www.k9fun.com.au/,https://www.facebook.com/K9FunSydney,No Available,No Available,No Available,info@k9fun.com.au
Balanced Pack - Doggy Daycare and Behavioural Dog Training,+61 452 565 629,4.5,21,--Not Provided--,-,https://www.balancedpack.com.au/,https://www.facebook.com/people,No Available,No Available,No Available,"bookings@balancedpack.com.au, bookings@balancedpack.com.au, bookings@balancedpack.com.au, bookings@balancedpack.com.au"
Barking Mad Dogs walking and training,+61 400 388 199,5.0,13,"Matraville NSW, Australia",2036,http://www.barkingmaddogs.com.au/,No Available,No Available,No Available,No Available,
The Successful Hound,+61 403 763 535,5.0,15,"North Sydney NSW, Australia",3978,http://www.thesuccessfulhound.com.au/,http://www.facebook.com/2008,No Available,https://www.instagram.com/thesuccessfulhound,No Available,"emm@thesuccessfulhound.com.au, emm@thesuccessfulhound.com.au, emm@thesuccessfulhound.com.au"
Jenny Harlow Dog Training,+61 419 535 236,5.0,7,--Not Provided--,-,https://jhdogtraining.com.au/,https://www.facebook.com/JHDogTraining,No Available,https://www.instagram.com/jhdogtraining,https://www.youtube.com/channel/UCEUQ7srWFfw3JQCeAVludoQ,"jenny@jhdogtraining.com.au, jenny@jhdogtraining.com.au, jenny@jhdogtraining.com.au"
Dog On It,+61 435 462 432,5.0,53,"Queenscliff NSW, Australia",2096,http://www.dogonit.com.au/,https://www.facebook.com/dogonittraining,No Available,No Available,No Available,"fiona@dogonit.com.au, fiona@dogonit.com.au"
Pawsitive Mindset,+61 416 208 071,5.0,8,--Not Provided--,-,http://www.pawsitivemindset.com.au/,No Available,No Available,No Available,No Available,"filler@godaddy.com, filler@godaddy.com, miki@pawsitivemindset.com.au, miki@pawsitivemindset.com.au, miki@pawsitivemindset.com.au, miki@pawsitivemindset.com.au"
Dog & Bone Sydney,+61 416 814 250,5.0,11,"Croydon Park NSW, Australia",3136,https://dogandbonetraining.com/,No Available,No Available,No Available,No Available,
Not So Wild | Dog Training,+61 433 600 652,5.0,18,--Not Provided--,-,https://notsowild.co/,http://www.facebook.com/2008,No Available,No Available,No Available,user@domain.com
Puppy to Dog School,+61 404 016 836,4.8,15,--Not Provided--,-,http://www.puppytodogschool.com.au/,https://www.facebook.com/Puppytodogschool,No Available,https://www.instagram.com/puppytodogschool,No Available,"Maz@puppytodogschool.com.au, Maz@puppytodogschool.com.au"
Bond & Beyond Dog Specialist,+61 401 225 405,5.0,45,--Not Provided--,-,http://www.bondbeyond.com.au/,http://www.facebook.com/bondbeyond,No Available,https://www.instagram.com/bondandbeyonddogspecialist,No Available,"gui@bondbeyond.com.au, gui@bondbeyond.com.au, gui@bondbeyond.com.au"
Maddy's Dog School,+61 451 113 184,5.0,11,"Clovelly NSW, Australia",5042,http://www.maddysdogschool.com/,https://www.facebook.com/maddysdogschool,No Available,No Available,No Available,
Howling Success Dog Training,+61 425 349 326,5.0,22,--Not Provided--,-,https://howlingsuccessdogtraining.com/,https://www.facebook.com/WordPresscom,No Available,https://www.instagram.com/p,https://www.youtube.com/channel/UCC77X76mUdXOqdDMkTexxJA,"howlingsuccessdogtraining@gmail.com, howlingsuccessdogtraining@gmail.com"
Pawprint Dog Training,+61 402 446 417,4.7,54,--Not Provided--,-,https://www.pawprintdogtraining.com.au/,No Available,No Available,No Available,No Available,
K9 Connection Dog Training,+61 418 188 804,5.0,14,--Not Provided--,-,http://www.k9connectiondogtraining.com.au/,No Available,No Available,No Available,No Available,
Positively Rewarding,+61 421 188 819,5.0,21,"Balmain NSW, Australia",2041,http://www.positivelyrewarding.com.au/,No Available,No Available,No Available,No Available,"info@positivelyrewarding.com.au, info@positivelyrewarding.com.au"
Dogwise Behaviour and Training - North Shore,+61 400 707 388,5.0,6,--Not Provided--,-,http://www.dogwisetraining.com.au/,https://www.facebook.com/plugins,No Available,No Available,No Available,
Amy's Puppy Pre-School,+61 410 485 175,5.0,26,"Narraweena NSW, Australia",2099,http://www.puppypre-school.com.au/,http://www.facebook.com/2008,No Available,https://www.instagram.com/amyspuppypreschool,No Available,"amyking@bigpond.com, amyking@bigpond.com, amyking@bigpond.com, amyking@bigpond.com, amyking@bigpond.com, amyking@bigpond.com, amyking@bigpond.com, amyking@bigpond.com, amyking@bigpond.com, amyking@bigpond.com, amyking@bigpond.com"
Rascals and Mutts Dog Walking & Training,+61 423 412 406,5.0,14,--Not Provided--,-,http://www.rascalsandmutts.com/,No Available,No Available,No Available,No Available,"rascalsandmutts@gmail.com, rascalsandmutts@gmail.com"
Nooch's Pooches,+61 423 706 676,4.9,68,"Monterey NSW, Australia",2217,http://www.npdogtraining.com/,http://www.facebook.com/2008,No Available,No Available,https://www.youtube.com/channel/UC8otbfTqa5dAqxlBUhqZTJg,"info@npdogtraining.com, info@npdogtraining.com, info@npdogtraining.com, info@npdogtraining.com"
Paws Plus Consulting,+61 410 667 414,4.8,37,"Caringbah NSW, Australia",2229,http://www.pawsplusconsulting.com/,https://www.facebook.com/PAWSPLUSCONSULTING,No Available,https://www.instagram.com/pawsplusconsulting,No Available,"info@pawsplusconsulting.com, info@pawsplusconsulting.com, info@pawsplusconsulting.com"
Paddington Puppy School by The Dog Sessions,+61 411 494 346,5.0,18,"Paddington NSW, Australia",4064,http://www.thedogsessions.com.au/,https://www.facebook.com/thedogsessions,No Available,https://www.instagram.com/thedogsessions,https://www.youtube.com/channel/UC4Yz4XiOi5YHCxkpTqaT_CQ/featured,"seanchadwick@gmail.com, seanchadwick@gmail.com"
ZVER Canine - Professional Dog Training,+61 435 192 167,5.0,46,--Not Provided--,-,https://www.zver.com.au/,http://www.facebook.com/2008,No Available,https://www.instagram.com/zvercanine,https://www.youtube.com/channel/UCyCLfEplEikuCMCZW_xYKgQ,"info@zver.com.au, user@domain.com, info@zver.com.au"
Bark Busters Home Dog Training Northern Suburbs Sydney,+61 1800 067 710,5.0,7,--Not Provided--,-,https://barkbusters.com.au/dog_trainers/sharon-scott-birrell/,https://www.facebook.com/tr,No Available,No Available,https://www.youtube.com/channel/UCmFPLhzpXnXHrIYSSpvxKIA,
Happy Chappy dog training,+61 479 054 116,5.0,16,--Not Provided--,-,https://www.happychappydogtraining.com/,http://www.facebook.com/2008,No Available,https://www.instagram.com/happychappydogtraining,No Available,Nez@happychappydogtraining.com
Dog Modo,+61 434 812 130,5.0,7,"Balgowlah NSW, Australia",2093,http://www.dogmodo.com.au/,https://www.facebook.com/DOG,No Available,https://www.instagram.com/dogmodoau,No Available,"carly@dogmodo.com.au, carly@dogmodo.com.au"
Animal Wellness and Behaviour,+61 414 179 056,5.0,60,"Penrith NSW, Australia",2750,https://www.animalwellnessandbehaviour.com.au/,http://www.facebook.com/2008,No Available,https://www.instagram.com/animalwellnessandbehaviour,No Available,"admin@awnb.com.au, admin@awnb.com.au, admin@awnb.com.au, admin@awnb.com.au, admin@awnb.com.au, admin@awnb.com.au"
Gold Class K9,+61 434 700 046,5.0,22,--Not Provided--,-,http://www.goldclassk9.net/,https://www.facebook.com/Gold,No Available,https://www.instagram.com/goldclassk9,No Available,
Cheeky Pup! Dog Training,+61 433 533 139,4.4,9,--Not Provided--,-,http://cheekypup.com.au/,No Available,No Available,No Available,No Available,"dorothy@cheekypup.com.au, dorothy@cheekypup.com.au, dorothy@cheekypup.com.au, dorothy@cheekypup.com.au"
Canine Evolution,+61 1800 226 463,4.9,12,--Not Provided--,-,http://canineevolution.com.au/,https://www.facebook.com/canineevolution,No Available,https://www.instagram.com/canineevolution,https://www.youtube.com/channel/UC75Cq_aXZJPclyZxWV8HKlQ,"andrew@canineevolution.com.au, training@canineevolution.com.au, training@canineevolution.com.au"
Curious Canine Training,+61 434 413 165,5.0,26,--Not Provided--,-,https://curiouscaninetraining.com.au/,http://www.facebook.com/2008,No Available,https://www.instagram.com/curiouscaninetraining,No Available,
The Dog Jogger,--Not Provided--,5.0,7,--Not Provided--,-,https://www.thedogjogger.com.au/,https://www.facebook.com/yourdogjogger,No Available,No Available,No Available,"info@thedogjogger.com.au, info@thedogjogger.com.au"
Goodog Positive Dog Training,+61 424 740 234,5.0,19,--Not Provided--,-,http://goodog.com.au/,https://www.facebook.com/pages,No Available,https://www.instagram.com/goodogbarbara,https://www.youtube.com/embed/1phayWwSDqM,"renee@goodog.com.au, renee@goodog.com.au, renee@goodog.com.au, renee@goodog.com.au"
Take a lead,--Not Provided--,5.0,11,"Rose Bay NSW, Australia",2029,http://www.takealead.com.au/,No Available,No Available,https://www.instagram.com/takealead,No Available,
"Pro Paws Professional Dog Training, Walking and Pet Sitting",+61 402 310 463,4.3,12,"Gladesville NSW, Australia",2111,https://www.propaws.com.au/,https://www.facebook.com/ProPawsPets,No Available,No Available,No Available,"Info@propaws.com.au, Info@propaws.com.au, Info@propaws.com.au, Info@propaws.com.au"
Skill Up my Pup,+61 452 090 605,5.0,21,--Not Provided--,-,http://www.skillupmypup.com/,No Available,No Available,No Available,No Available,
Dog Goals,+61 431 378 985,5.0,11,--Not Provided--,-,http://www.doggoals.com.au/,http://www.facebook.com/doggoals,No Available,No Available,No Available,info@doggoals.com.au
Dog manners sydney,+61 405 716 442,5.0,8,"Engadine NSW, Australia",2233,http://www.dogmannerssydney.com.au/,http://www.facebook.com/dogmannerssydney,No Available,https://www.instagram.com/dogmannerssydney,No Available,"doggiemanners@outlook.com, doggiemanners@outlook.com"
Problems On Paws,+61 406 649 633,5.0,13,--Not Provided--,-,https://www.problemsonpaws.com.au/,https://www.facebook.com/ProblemsonPaws,No Available,https://www.instagram.com/problemsonpaws,No Available,"problemsonpaws@gmail.com, problemsonpaws@gmail.com"
Pawsitive Training Solutions,+61 432 228 607,5.0,17,--Not Provided--,-,http://www.pawsitivetraining.com.au/,https://www.facebook.com/Pawsitive,No Available,https://www.instagram.com/pawsitivetrainingsolutions,No Available,"sam@pawsitivetraining.com.au, sam@pawsitivetraining.com.au"
R+ Dog Training,+61 430 006 045,4.9,16,"Dural NSW, Australia",2158,https://www.rplusdogtraining.com.au/,https://www.facebook.com/r,No Available,https://www.instagram.com/rplusdogtraining,No Available,"christine@rplusdogtraining.com.au, christine@rplusdogtraining.com.au"
The Hound Lounge,--Not Provided--,4.9,76,"Cperdown NSW, Australia",-,http://www.thehoundlounge.com.au/,https://www.facebook.com/thehoundlounge,No Available,No Available,No Available,"info@thehoundlounge.com.au, info@thehoundlounge.com.au, info@thehoundlounge.com.au"
Pups Academy,+61 466 800 347,5.0,11,--Not Provided--,-,https://app.acuityscheduling.com/schedule.php?owner=20016932,https://www.facebook.com/pupsacademysyd,No Available,No Available,No Available,
DOG STAR Training,+61 420 722 148,5.0,3,--Not Provided--,-,http://www.dogstartraining.com.au/,No Available,No Available,No Available,No Available,
Serenity Scent Work,+61 492 916 505,5.0,8,--Not Provided--,-,https://serenitydogtraining.com.au/,https://www.facebook.com/SerenityDogTrainingAu,No Available,https://www.instagram.com/serenitydogtrainingau,No Available,"info@serenitydogtraining.com.au, info@serenitydogtraining.com.au"
Champagne Paws Surry Hills,+61 422 393 267,5.0,5,--Not Provided--,-,https://bio.site/ChampagnePaws,No Available,No Available,No Available,No Available,"hello@champagnepaws.com, hello@champagnepaws.com, hello@champagnepaws.com"
Mad Dogs & Englishmen Strathfield & Five Dock - Dog Walking & Doggy Daycare,--Not Provided--,5.0,20,--Not Provided--,-,http://www.maddogsdogwalking.com.au/,https://www.facebook.com/tr,No Available,No Available,No Available,"enquiries@mdae.com.au, enquiries@mdae.com.au"
Pawsitive Vibe Fitness,+61 490 493 471,5.0,9,"Centennial Park NSW, Australia",6330,http://www.pawsitivevibefitness.com/,https://www.facebook.com/Pawsitive,No Available,https://www.instagram.com/pawsitivevibefitness,No Available,"contact@pawsitivevibefitness.com, contact@pawsitivevibefitness.com"
Sydney dog behavioural centre,+61 477 330 800,5.0,21,"Catherine Field NSW, Australia",2557,https://sydneydogbehaviouralcentre.com.au/,https://www.facebook.com/WordPresscom,No Available,No Available,No Available,
Dogs On Cue,+61 451 919 302,5.0,5,"Brookvale NSW, Australia",2100,http://www.dogsoncue.com.au/,https://www.facebook.com/DogsOnCueNB,No Available,https://www.instagram.com/dogs,No Available,
Stellar Paws,--Not Provided--,4.8,24,"Naremburn NSW, Australia",2065,https://stellarpaws.com.au/,https://www.facebook.com/stellarpaws,No Available,https://www.instagram.com/stellarpaws,No Available,
Miss Behaviour Dog Training Services,--Not Provided--,4.5,10,"Hebersh NSW, Australia",-,http://www.miss-behaviour.com.au/,https://www.facebook.com/MissBehaviourDogTrainingServices,No Available,https://www.instagram.com/missbehaviourdts,No Available,
The Dog Exorcist Dog Behaviourist,+61 432 750 250,5.0,4,--Not Provided--,-,https://noonies.org/dog-behaviour-guru/,https://www.facebook.com/Noonies123,No Available,No Available,No Available,
The Unemployed Dogs,+61 426 613 601,5.0,10,--Not Provided--,-,http://www.theunemployeddogs.com.au/,http://www.facebook.com/2008,No Available,https://www.instagram.com/p,No Available,"cecilia@theunemployeddogs.com.au, cecilia@theunemployeddogs.com.au, cecilia@theunemployeddogs.com.au, cecilia@theunemployeddogs.com.au, cecilia@theunemployeddogs.com.au, cecilia@theunemployeddogs.com.au, cecilia@theunemployeddogs.com.au, cecilia@theunemployeddogs.com.au, cecilia@theunemployeddogs.com.au"
Lamarra Canine,+61 415 776 161,4.9,13,"Vineyard NSW, Australia",2765,http://www.lamarracanine.com.au/,No Available,No Available,No Available,No Available,"caiolopes@lamarracanine.com.au, caiolopes@lamarracanine.com.au"
I walk your dog,+61 435 141 157,5.0,5,--Not Provided--,-,https://www.iwalkyourdog.com.au/,https://www.facebook.com/iwalkdogs,No Available,https://www.instagram.com/ivankafleming,No Available,
Sydney Canine School,+61 450 911 154,5.0,2,--Not Provided--,-,http://sydneycanineschool.com.au/,No Available,No Available,No Available,No Available,
Puppy Playground,--Not Provided--,4.6,109,"Zetland NSW, Australia",2017,http://www.puppyplaygroundsydney.com.au/,No Available,No Available,No Available,No Available,
Total Dog,+61 403 779 336,5.0,6,"Beacon Hill NSW, Australia",2100,http://www.totaldog.biz/,https://www.facebook.com/v2,No Available,No Available,No Available,
Megan's Dog Training,+61 417 237 407,5.0,19,--Not Provided--,-,https://www.facebook.com/profile.php?id=100057685448630,https://www.facebook.com/people,No Available,No Available,No Available,
Positive Dogs,+61 416 090 600,5.0,3,--Not Provided--,-,http://www.positivedogs.com.au/,https://www.facebook.com/PositiveDogsPositiveSolutions,No Available,No Available,No Available,
Pets Training & Boarding | Dog Kennels & Cat Hotels in Sydney,+61 1300 889 263,4.3,182,"Berkshire Park NSW, Australia",2765,https://www.petstrainingandboarding.com.au/,https://www.facebook.com/petstrainingandboarding,No Available,No Available,https://www.youtube.com/channel/UCte5hrDnhRtADyWYUx-kCuw,
Bayside Dogs,+61 404 679 216,5.0,7,--Not Provided--,-,https://www.baysidedogs.com.au/,https://www.facebook.com/baysidedogs,No Available,https://www.instagram.com/baysidedogs,No Available,baysidedogs.training@gmail.com
Happy Tails Dog Services,--Not Provided--,4.4,7,"Camperdown NSW, Australia",3260,https://thehappiestoftails.com.au/,http://www.facebook.com/2008,No Available,https://www.instagram.com/p,No Available,"hello@thehappiestoftails.com.au, hello@thehappiestoftails.com.au, hello@thehappiestoftails.com.au, hello@thehappiestoftails.com.au, hello@thehappiestoftails.com.au, hello@thehappiestoftails.com.au, hello@thehappiestoftails.com.au, user@domain.com, hello@thehappiestoftails.com.au, hello@thehappiestoftails.com.au, hello@thehappiestoftails.com.au, hello@thehappiestoftails.com.au"
Dog 'n' Puppy Training,--Not Provided--,5.0,1,--Not Provided--,-,https://sites.google.com/view/puppyndogtraining/home,No Available,No Available,No Available,No Available,
Promising Pups Dog Training,+61 402 280 868,5.0,10,--Not Provided--,-,https://promisingpups.com.au/,No Available,No Available,No Available,No Available,"info@promisingpups.com.au, info@promisingpups.com.au, info@promisingpups.com.au, info@promisingpups.com.au"
Understanding Canine Dog Training,--Not Provided--,5.0,13,--Not Provided--,-,https://www.understandingcanine.com/,https://www.facebook.com/understandingcanine,No Available,https://www.instagram.com/understandingcanine,No Available,support@schedulista.com
Mad Dogs & Englishmen Inner West - Dog Walking & Doggy Daycare,--Not Provided--,4.5,17,--Not Provided--,-,http://www.maddogsandenglishmen.com.au/,https://www.facebook.com/tr,No Available,No Available,No Available,"enquiries@mdae.com.au, enquiries@mdae.com.au"
Margi & Me,+61 431 927 315,5.0,3,--Not Provided--,-,http://www.margiandme.com.au/,https://www.facebook.com/profile,No Available,https://www.instagram.com/margiandme,No Available,
WOOFLES Professional Dog Services - Inner West,--Not Provided--,5.0,17,"Leichhardt NSW, Australia",4305,http://www.woofles.com.au/,https://www.facebook.com/plugins,No Available,https://www.instagram.com/wooflesinnerwest,No Available,"jane@woofles.com.au, jane@woofles.com.au, jane@woofles.com.au, jane@woofles.com.au"
Shake & Wag,+61 416 116 432,5.0,3,--Not Provided--,-,http://shakeandwag.com.au/,https://www.facebook.com/shakeandwagbyshaz,No Available,https://www.instagram.com/shakeandwagbyshaz,https://www.youtube.com/embed/pz-YXcQKHq4,"woof@shakeandwag.com.au, woof@shakeandwag.com.au"
Mad Dogs & Englishmen Coogee - Dog Walking and Doggy Daycare,--Not Provided--,4.7,12,--Not Provided--,-,http://www.mdae.com.au/,https://www.facebook.com/tr,No Available,No Available,No Available,"enquiries@mdae.com.au, enquiries@mdae.com.au"
Curious Paws,+61 474 955 695,5.0,3,--Not Provided--,-,http://www.curiouspaws.com.au/,https://www.facebook.com/curiouspaws1,No Available,No Available,No Available,"curiouspaws.bronte@gmail.com, curiouspaws.bronte@gmail.com, curiouspaws.bronte@gmail.com"
Adore The Paw,--Not Provided--,5.0,8,--Not Provided--,-,http://www.adorethepaw.com.au/,https://www.facebook.com/adorethepaw,http://www.twitter.com/wix,https://www.instagram.com/wix,No Available,"adorethepaw@gmail.com, adorethepaw@gmail.com"
Paws Mindfully,+61 452 280 543,5.0,2,--Not Provided--,-,https://www.pawsmindfully.com.au/,http://www.facebook.com/2008,No Available,No Available,No Available,pawsmindfully@gmail.com
Austins' Dog Training Education,--Not Provided--,5.0,4,--Not Provided--,-,https://www.austinsdogtrainingeducation.com.au/,https://www.facebook.com/Austins,No Available,No Available,https://www.youtube.com/embed/-cD64j-QjZ4,
