title,phone,rating,review,address,post_code,website,facebook,twitter,instagram,youtube,emails
Howdy Dog Grooming,+61 421 880 408,4.9,13,--Not Provided--,-,http://www.howdydoggrooming.com/,http://www.facebook.com/2008,No Available,No Available,No Available,"howdydgs@gmail.com, howdydgs@gmail.com, howdydgs@gmail.com, howdydgs@gmail.com, howdydgs@gmail.com, howdydgs@gmail.com, howdydgs@gmail.com, howdydgs@gmail.com, howdydgs@gmail.com, howdydgs@gmail.com, howdydgs@gmail.com"
K9 Design Studio | Reservoir Dog Grooming,+61 421 865 850,4.7,105,"Reservoir VIC, Australia",3073,http://www.facebook.com/k9designstudio,https://www.facebook.com/k9designstudio,No Available,No Available,No Available,
Doggies Day Out Dog Grooming,+61 403 418 835,4.3,97,"Bentleigh VIC, Australia",3165,https://www.doggiesdayout.com.au/,https://www.facebook.com/DoggiesDayOutDogGrooming,No Available,No Available,No Available,
"The Pawfect Touch - Dog Grooming Salon, Dog wash Oakleigh",+61 452 303 400,4.7,19,--Not Provided--,-,https://www.thepawfecttouchsalon.com.au/,https://www.facebook.com/pawfecttouchgroomingsalon,No Available,https://www.instagram.com/pawfecttouch,No Available,"charlee_xo@hotmail.com, charlee_xo@hotmail.com, charlee_xo@hotmail.com, charlee_xo@hotmail.com"
The Dog Dazzlers,+61 3 9808 3289,4.7,149,"Burwood VIC, Australia",3125,https://thedogdazzlers.com.au/?utm_source=GMB&utm_medium=organic,https://www.facebook.com/TheDogDazzlers,No Available,https://www.instagram.com/reel,No Available,
Dogs of the North,+61 425 717 119,4.9,38,"Northcote VIC, Australia",3070,http://www.dogsofthenorth.com.au/,http://www.facebook.com/2008,No Available,No Available,No Available,"susie@dogsofthenorth.com.au, susie@dogsofthenorth.com.au, user@domain.com, rosetzky@iinet.net.au, rosetzky@iinet.net.au"
Transpawmers Dog Grooming & Boutique,+61 410 990 344,4.3,35,"Preston VIC, Australia",3072,https://www.facebook.com/transpawmers/,https://www.facebook.com/transpawmers,No Available,No Available,No Available,
Diva Dogs Dog Grooming,+61 421 280 530,4.3,57,"Oakleigh VIC, Australia",3166,http://www.divadogs.com.au/,http://www.facebook.com/divadogs1,No Available,No Available,No Available,
Spa Bark Dog Grooming,+61 3 9370 1749,4.1,116,"Moonee Ponds VIC, Australia",3039,http://www.spabark.com.au/,https://www.facebook.com/SpaBarkDogGrooming,No Available,No Available,https://www.youtube.com/embed/8P2ejy_D2z4,
The Dogs Lounge,+61 429 147 755,4.7,77,"Thornbury VIC, Australia",3071,http://www.thedogslounge.com.au/,https://www.facebook.com/TheDogsLoungeAustralia,No Available,No Available,No Available,
Pet Art Carlton North,--Not Provided--,4.3,80,"Carlton North VIC, Australia",3053,https://www.petart.net.au/,No Available,No Available,No Available,No Available,"petartdoggrooming@gmail.com, petartdoggrooming@gmail.com"
Kylies Cat Grooming Services,+61 410 553 835,4.6,94,"Derrimut VIC, Australia",3030,https://www.kyliescatgroomingservices.com.au/,https://www.facebook.com/KyliesCatGroomingServices,No Available,No Available,No Available,
Pitter Patter Paws Melbourne,--Not Provided--,4.6,109,"Flemington VIC, Australia",3031,http://www.pppmelbourne.com.au/,https://www.facebook.com/pitterpatterpawsmelbourne,No Available,https://www.instagram.com/pitterpatterpawsmelbourne,No Available,"info@pppmelb.com.au, daycare@pppmelbourne.com.au, info@pppmelb.com.au, TheSalon@pppmelbourne.com.au, TheFarm@pppmelbourne.com.au, TheFarm@pppmelbourne.com.au"
Blue Wheelers Caulfield,+61 458 156 063,4.9,10,--Not Provided--,-,http://www.bluewheelers.com.au/mobile-dog-grooming/blue-wheelers-caulfield/,https://www.facebook.com/BlueWheelers,No Available,https://www.instagram.com/bluewheelers,https://www.youtube.com/user/bluewheelers,
Paws & Pose,+61 430 378 828,4.8,33,"Cberwell VIC, Australia",-,https://pawsandpose.business.site/,No Available,No Available,No Available,No Available,
Uncanny Animals,+61 400 640 844,5.0,101,"Yarraville VIC, Australia",3013,http://uncannyanimals.com/,https://www.facebook.com/uncannyanimals,No Available,https://www.instagram.com/uncannyanimals,No Available,
Poochi Grooming,+61 478 815 817,4.8,36,"Pascoe Vale South VIC, Australia",3044,http://www.poochigrooming.com/,https://www.facebook.com/poochigrooming,No Available,https://www.instagram.com/poochigrooming,No Available,"poochigroom@gmail.com, poochigroom@gmail.com"
Mostly Mutts Pet Salon,+61 3 9387 4504,4.8,42,"Brunswick West VIC, Australia",3056,http://www.mmsalonbrunswick.wixsite.com/mostlymutts,https://www.facebook.com/mmsalon,No Available,http://www.instagram.com/mostlymuttspetsalon,No Available,
Paw Parlour Dog Grooming Salon,+61 432 118 960,4.9,32,"Doncaster VIC, Australia",3108,https://www.pawparlourdoggrooming.com/,https://www.facebook.com/pawparlourdoggromming,No Available,No Available,No Available,
The Pink Poodle Dog Grooming,+61 405 412 941,4.7,12,"Mount Waverley VIC, Australia",3930,http://www.thepinkpoodledoggrooming.com.au/,https://www.facebook.com/thepinkpoodledoggrooming,No Available,No Available,No Available,
Perros Coquetos,+61 3 9818 0947,4.6,26,"Hawthorn VIC, Australia",3122,http://www.perroscoquetos.com.au/,https://www.facebook.com/PerrosCoquetosMelbourne,No Available,No Available,No Available,
Circle of Fluff Dog Grooming,--Not Provided--,5.0,62,"St Kilda VIC, Australia",3021,https://www.circleoffluff.com.au/,https://www.facebook.com/circleoffluff,No Available,https://www.instagram.com/circleoffluff,No Available,"info@circleoffluff.com.au, info@circleoffluff.com.au, info@circleoffluff.com.au, info@circleoffluff.com.au, info@circleoffluff.com.au"
Simply Stylish Dog Grooming Salon,+61 431 984 684,4.9,69,"Balwyn North VIC, Australia",3103,http://simplystylishdoggrooming.com.au/,https://www.facebook.com/simplystylish,No Available,No Available,No Available,
"Beanfeet Dog Grooming, Doggy Daycare and Pet Store Tullamarine",+61 3 8658 1218,4.3,87,"Tullarine VIC, Australia",-,http://www.beanfeetdoggrooming.com.au/,https://www.facebook.com/tr,No Available,https://www.instagram.com/beanfeetdoggrooming,No Available,info@beanfeetdoggrooming.com.au
Doggy Dooz Dog Grooming,+61 3 9687 0299,4.5,145,"Seddon VIC, Australia",3011,https://doggydooz.com.au/,http://www.facebook.com/2008,No Available,No Available,No Available,"info@doggydooz.com.au, user@domain.com, info@doggydooz.com.au, info@doggydooz.com.au"
Yuppy Puppy Day Spa,+61 3 9888 4993,4.7,27,"Balwyn North VIC, Australia",3103,https://yuppypuppydayspa.com.au/,https://www.facebook.com/tr,No Available,https://www.instagram.com/yuppypuppydayspa,No Available,"info@yuppypuppydayspa.com.au, info@yuppypuppydayspa.com.au"
Diggiddydoggydaycare,--Not Provided--,4.7,97,"South Melbourne VIC, Australia",3205,http://digdog.com.au/,https://www.facebook.com/diggiddydoggy,http://www.twitter.com/diggiddydoggy,https://www.instagram.com/diggiddydoggydaycare,https://www.youtube.com/user/diggiddydoggy,"play@digdog.com.au, play@digdog.com.au, ballarat@digdog.com.au, ballarat@digdog.com.au, camberwell@digdog.com.au, camberwell@digdog.com.au, brightoneast@digdog.com.au, brightoneast@digdog.com.au, play@digdog.com.au"
Animal Mad Dog Grooming,+61 402 736 295,5.0,44,"Wheelers Hill VIC, Australia",3150,http://www.animalmadpetgrooming.com/,https://www.facebook.com/AnimalMadDogGrooming,No Available,https://www.instagram.com/animalmadgrooming,No Available,
Loving Lather dog grooming,+61 452 068 251,4.4,25,"Caulfield South VIC, Australia",3161,http://lovinglather.com.au/,No Available,No Available,https://www.instagram.com/lovinglather,No Available,"lovinglather.au@gmail.com, curenay@gmail.com"
Jim's Dog Wash,--Not Provided--,4.2,5,--Not Provided--,-,https://jimsdogwash.net.au/franchisees/kew/,https://www.facebook.com/tr,No Available,No Available,No Available,
Wag & Bone Dog Grooming,+61 401 332 762,5.0,37,"Brunswick VIC, Australia",3056,http://wagandbone.net.au/,http://www.facebook.com/2008,No Available,No Available,No Available,"jaxbardsley@gmail.com, jaxbardsley@gmail.com, jaxbardsley@gmail.com, jaxbardsley@gmail.com, jaxbardsley@gmail.com, jaxbardsley@gmail.com, jaxbardsley@gmail.com, jaxbardsley@gmail.com, jaxbardsley@gmail.com, jaxbardsley@gmail.com, jaxbardsley@gmail.com, jaxbardsley@gmail.com, jaxbardsley@gmail.com"
Local Dog Groomers,+61 3 7018 0705,5.0,8,--Not Provided--,-,https://www.localdoggroomers.com.au/,https://www.facebook.com/localdoggroomers,No Available,No Available,No Available,
Qpaw Pet Grooming,+61 478 840 456,4.7,39,"Templestowe Lower VIC, Australia",3106,https://qpaw-pet-grooming.business.site/?utm_source=gmb&utm_medium=referral,No Available,No Available,No Available,No Available,
Shampers Dog Grooming Salon,+61 423 737 356,4.8,74,"Hillside VIC, Australia",3037,https://shampers-dog-grooming-salon.business.site/?utm_source=gmb&utm_medium=referral,No Available,No Available,No Available,No Available,"shampersdoggrooming@gmail.com, shampersdoggrooming@gmail.com, nshampersdoggrooming@gmail.com"
Aunty Viv's Dog Grooming,+61 448 438 752,5.0,21,"Coburg VIC, Australia",3058,http://www.auntyvivsdogs.com.au/,https://www.facebook.com/Aunty,No Available,https://www.instagram.com/auntyvivsdogs,No Available,
The Happy Dog Hub,+61 3 9498 6073,5.0,33,"Thornbury VIC, Australia",3071,https://www.thehappydoghub.com.au/,http://www.facebook.com/2008,No Available,https://www.instagram.com/thehappydoghub,No Available,info@thehappydoghub.com.au
Daisy Paw’s dog grooming,+61 408 339 201,5.0,10,"Avondale Heights VIC, Australia",3034,https://www.daisypawsdoggrooming.com/,https://www.facebook.com/daisypawsdoggrooming,No Available,No Available,No Available,
Spitz Groom,+61 477 489 129,5.0,62,"Carlton North VIC, Australia",3053,http://www.spitzgroom.com.au/,https://www.facebook.com/spitzgroom,No Available,https://www.instagram.com/spitzgroom,https://www.youtube.com/channel/UC6oGbqadTuZXesBdRhsS0vA,hello@spitzgroom.com.au
My Favourite Dog Grooming salon,+61 402 214 167,4.9,68,"Fitzroy North VIC, Australia",3068,http://myfavouritedogsalon.com/,http://www.facebook.com/2008,No Available,No Available,No Available,"myfavouritedogsalon@gmail.com, myfavouritedogsalon@gmail.com, myfavouritedogsalon@gmail.com, myfavouritedogsalon@gmail.com, myfavouritedogsalon@gmail.com"
Northern and Western Mobile Dogwash,+61 420 533 534,4.8,243,--Not Provided--,-,http://www.northernmobiledogwash.com.au/,https://www.facebook.com/northernandwesternmobiledogwash,No Available,http://www.instagram.com/nwmdogwash,No Available,
Kate’s Top Dog Grooming of Rosanna,+61 427 040 378,4.5,26,"Rosanna VIC, Australia",3084,http://www.katestopdoggrooming.com.au/,http://www.facebook.com/sharer,No Available,No Available,No Available,
Cruizi Jacuzzi Dog Grooming,+61 421 900 090,4.9,27,"Airport West VIC, Australia",3042,http://cruizijacuzzi.com.au/,No Available,No Available,No Available,No Available,"cruizijacuzzi@gmail.com, cruizijacuzzi@gmail.com, cruizijacuzzi@gmail.com, cruizijacuzzi@gmail.com, cruizijacuzzi@gmail.com, cruizijacuzzi@gmail.com, cruizijacuzzi@gmail.com, cruizijacuzzi@gmail.com"
Muddy Dogs - Dog Grooming & Pet Supplies,+61 425 850 842,4.4,37,"St Albans VIC, Australia",3021,https://www.muddydogspetsupplies.com.au/,No Available,No Available,No Available,No Available,"kellie@muddydogs.com.au, hi@mystore.com, hi@mystore.com"
Fluffy Puppies Dog Grooming Pty Ltd,+61 408 184 298,5.0,43,"Mont Albert North VIC, Australia",3129,http://www.fluffypuppiesgrooming.com.au/,http://www.facebook.com/fluffypuppiesgrooming,No Available,https://www.instagram.com/fluffypuppiesgrooming,No Available,"pets@fluffypuppiesgrooming.com.au, pets@fluffypuppiesgrooming.com.au"
Clippers Expert Hair Care for Dogs,+61 3 9803 7070,4.9,72,"Glen Waverley VIC, Australia",3150,http://www.clippersgrooming.com.au/,No Available,No Available,No Available,No Available,
Best Friends Pets Richmond,--Not Provided--,4.7,169,"Richmond VIC, Australia",3121,https://www.bestfriendspets.com.au/store-locator/richmond?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=gmb-website,No Available,No Available,No Available,No Available,
Joni & Co,+61 3 9069 9907,4.5,37,"Fitzroy VIC, Australia",3068,https://www.joniandco.com.au/,No Available,No Available,No Available,No Available,
Carnegie Mobile Dog Groomers,+61 3 8592 4755,4.7,6,--Not Provided--,-,https://www.carnegiedoggrooming.com.au/,No Available,No Available,No Available,No Available,
AUSDOG Grooming,+61 422 066 816,4.7,183,"Essendon VIC, Australia",3040,http://www.ausdoggrooming.com.au/,No Available,No Available,No Available,No Available,
Miso and me dog spa,+61 434 354 984,5.0,15,"Prahran VIC, Australia",3181,http://www.misoandmedogspa.com.au/,No Available,No Available,No Available,No Available,
Williamstown Dog Grooming,+61 3 9397 6998,4.1,40,"Willistown VIC, Australia",-,http://www.williamstowndoggrooming.com.au/,https://www.facebook.com/WilliamstownDogGrooming,https://www.twitter.com/WilliamstownDG,No Available,No Available,
Wagtime Co.,--Not Provided--,5.0,18,"Cberwell VIC, Australia",-,http://wagtime.co/,http://www.facebook.com/2008,No Available,https://www.instagram.com/wagtimeco,No Available,
Get Fluffed Mobile Dog Grooming,+61 431 554 795,4.6,9,--Not Provided--,-,https://www.facebook.com/getfluffedmobiledoggrooming/,https://www.facebook.com/getfluffedmobiledoggrooming,No Available,No Available,No Available,
Jeep's Dog Grooming (Glenroy),+61 432 289 265,4.6,34,"Glenroy VIC, Australia",3046,https://www.facebook.com/Jeeps-Dog-Grooming-244150819482399/,https://www.facebook.com/jeepsdoggroomingglenroy,No Available,No Available,No Available,
Jim's Dog Wash,--Not Provided--,4.3,6,--Not Provided--,-,https://jimsdogwash.net.au/franchisees/west-footscray/,https://www.facebook.com/tr,No Available,No Available,No Available,
M Dog Grooming Salon,--Not Provided--,4.3,29,"Mulgrave VIC, Australia",3170,https://mdogsalon.wixsite.com/mdog,https://www.facebook.com/MDogGrooming,No Available,No Available,No Available,
Hachi,+61 435 849 844,4.3,86,"South Yarra VIC, Australia",3205,http://hachi-melbourne.com.au/,https://www.facebook.com/hachimelbourne,No Available,No Available,No Available,"hachi.melbourne@gmail.com, hachi.melbourne@gmail.com"
Furry Tale Pet Grooming,+61 426 391 229,5.0,24,"Glen Waverley VIC, Australia",3150,https://furrytale.me/,https://www.facebook.com/Sienna1229,No Available,No Available,No Available,
Salon Sebastian,+61 401 022 186,5.0,15,"Brunswick VIC, Australia",3056,http://salonsebastian.com.au/,No Available,No Available,No Available,No Available,"seb@salonsebastian.com.au, seb@salonsebastian.com.au, seb@salonsebastian.com.au, seb@salonsebastian.com.au"
Dooba Organic DIY Dog Wash,+61 3 9005 7029,4.8,42,"Brunswick West VIC, Australia",3056,http://www.dooba.com.au/,https://www.facebook.com/doobadogwash,No Available,https://www.instagram.com/doobadogwash,No Available,"woof@dooba.com.au, woof@dooba.com.au"
Baja's Groomer,+61 3 9077 7633,4.7,19,"Preston VIC, Australia",3072,https://bajasgroomer.com/,https://www.facebook.com/pages,No Available,No Available,No Available,"woofwoof@bajasgroomer.com, woofwoof@bajasgroomer.com"
Furry Clippers Pet Grooming,+61 401 276 662,5.0,23,"Donvale VIC, Australia",3111,http://furryclippers.com.au/,https://www.facebook.com/wix,No Available,No Available,No Available,"furryclippers@gmail.com, furryclippers@gmail.com"
No Woofing Around Dog Grooming,--Not Provided--,4.8,20,"Altona Meadows VIC, Australia",3018,http://www.facebook.com/nowoofingaround,https://www.facebook.com/nowoofingaround,No Available,No Available,No Available,
Petstock South Melbourne,--Not Provided--,4.5,366,"South Melbourne VIC, Australia",3205,https://www.petstock.com.au/pages/store/petstock-south-melbourne?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_content=PETstock%20South%20Melbourne%20-%20South%20Melbourne&utm_term=plcid_7112500915902968053,No Available,No Available,No Available,No Available,
Dooba Organic DIY Dog Wash,+61 3 9005 7029,4.8,42,"Brunswick West VIC, Australia",3056,http://www.dooba.com.au/,https://www.facebook.com/doobadogwash,No Available,https://www.instagram.com/doobadogwash,No Available,"woof@dooba.com.au, woof@dooba.com.au"
Howdy Dog Grooming,+61 421 880 408,4.9,13,--Not Provided--,-,http://www.howdydoggrooming.com/,http://www.facebook.com/2008,No Available,No Available,No Available,"howdydgs@gmail.com, howdydgs@gmail.com, howdydgs@gmail.com, howdydgs@gmail.com, howdydgs@gmail.com, howdydgs@gmail.com, howdydgs@gmail.com, howdydgs@gmail.com, howdydgs@gmail.com, howdydgs@gmail.com, howdydgs@gmail.com"
Get Fluffed Mobile Dog Grooming,+61 431 554 795,4.6,9,--Not Provided--,-,https://www.facebook.com/getfluffedmobiledoggrooming/,https://www.facebook.com/getfluffedmobiledoggrooming,No Available,No Available,No Available,
Fantastic Felines Cat Grooming,+61 478 970 420,4.9,91,"Moorabbin VIC, Australia",3189,http://www.fantasticfelines.com.au/,https://www.facebook.com/fantasticfelinescatgrooming,No Available,https://www.instagram.com/fantasticfelinescatgrooming,https://www.youtube.com/channel/UCKrudfi52i2PpisOsTIF48w,"info@fantasticfelines.com.au, info@fantasticfelines.com.au"
Belvedere's Pet Supplies & Dog Grooming,--Not Provided--,4.7,40,"Ivanhoe VIC, Australia",3079,http://www.belvederespetsupplies.com.au/,https://www.facebook.com/belvederespetsupplies,No Available,https://www.instagram.com/belvederespetsupplies,No Available,"belvederespetsupplies@gmail.com, belvederespetsupplies@gmail.com, belvederespetsupplies@gmail.com"
The Grooming Studio,+61 408 133 007,5.0,7,"Brooklyn VIC, Australia",5032,https://www.fresha.com/a/the-grooming-studio-brooklyn-brooklyn-83-cypress-avenue-s08feufi,https://www.facebook.com/Fresha,No Available,https://www.instagram.com/fresha,No Available,
Kate’s Top Dog Grooming of Rosanna,+61 427 040 378,4.5,26,"Rosanna VIC, Australia",3084,http://www.katestopdoggrooming.com.au/,http://www.facebook.com/sharer,No Available,No Available,No Available,
Woofers World,--Not Provided--,4.4,110,"Ormond VIC, Australia",3204,http://www.woofersworld.com.au/,https://www.facebook.com/WoofersHQ,No Available,No Available,https://www.youtube.com/embed/OIi9tcjHuhE,"jlw@woofersworld.com.au, admin@woofersworld.com.au, jlw@woofersworld.com.au, jlw@woofersworld.com.au, jlw@woofersworld.com.au, admin@woofersworld.com.au, admin@woofersworld.com.au"
Styling Poochies Dog Grooming,+61 433 170 942,5.0,10,"Sydenh VIC, Australia",-,http://styling-poochies-dog-grooming.business.site/,No Available,No Available,No Available,No Available,
All Paws Pet Grooming,+61 416 522 017,4.3,12,"Mordialloc VIC, Australia",3195,http://www.allpawspetgrooming.com.au/,https://www.facebook.com/allpawspetgroomingservice,No Available,No Available,No Available,tricia.cahill@yahoo.com.au
Elegant Dog Grooming Service,+61 421 218 723,4.3,15,"Lalor VIC, Australia",3075,http://www.elegantdog.com.au/,https://www.facebook.com/ElegantDogGroomingService,No Available,https://www.instagram.com/elegantdoggrooming,No Available,
DOGUE Williamstown,+61 3 9975 7443,4.6,49,"Willistown VIC, Australia",-,https://dogue.com.au/pet-shops/williamstown/,https://www.facebook.com/clubdogue,No Available,https://www.instagram.com/clubdogue,https://www.youtube.com/user/ClubDogue,"williamstown@dogue.com.au, williamstown@dogue.com.au, williamstown@dogue.com.au, williamstown@dogue.com.au, williamstown@dogue.com.au, williamstown@dogue.com.au, williamstown@dogue.com.au"
Fresh Pooch Mobile Dog Grooming,+61 404 962 812,5.0,3,--Not Provided--,-,https://www.instagram.com/invites/contact/?i=6vwo3fhtnshq&utm_content=mkstznc,No Available,No Available,No Available,No Available,
Best Friends Pets Richmond,--Not Provided--,4.7,169,"Richmond VIC, Australia",3121,https://www.bestfriendspets.com.au/store-locator/richmond?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=gmb-website,No Available,No Available,No Available,No Available,
Urban Paws,--Not Provided--,4.7,152,"Yarraville VIC, Australia",3013,http://www.urbanpaws.com.au/,https://www.facebook.com/tr,No Available,No Available,No Available,"info@urbanpaws.com.au, info@urbanpaws.com.au, info@urbanpaws.com.au, info@urbanpaws.com.au, info@urbanpaws.com.au, info@urbanpaws.com.au, info@urbanpaws.com.au"
DOGUE Brighton,--Not Provided--,4.4,124,"Brighton VIC, Australia",3186,https://dogue.com.au/pet-shops/brighton/,https://www.facebook.com/clubdogue,No Available,https://www.instagram.com/clubdogue,https://www.youtube.com/user/ClubDogue,"brighton@dogue.com.au, brighton@dogue.com.au, brighton@dogue.com.au, brighton@dogue.com.au, brighton@dogue.com.au, brighton@dogue.com.au"
Shaggy Tails Dog Grooming,+61 418 147 993,5.0,8,"Watsonia VIC, Australia",3087,http://www.shaggytails.com.au/,No Available,No Available,No Available,No Available,
Big And Small Dog Grooming,+61 416 339 486,5.0,9,"Eaglemont VIC, Australia",3084,https://www.facebook.com/bigandsmalldoggrooming64/,https://www.facebook.com/bigandsmalldoggrooming64,No Available,No Available,No Available,
Jim's Dog Wash,--Not Provided--,4.3,6,--Not Provided--,-,https://jimsdogwash.net.au/franchisees/west-footscray/,https://www.facebook.com/tr,No Available,No Available,No Available,
Big And Small Dog Grooming,+61 416 339 486,5.0,9,"Eaglemont VIC, Australia",3084,https://www.facebook.com/bigandsmalldoggrooming64/,https://www.facebook.com/bigandsmalldoggrooming64,No Available,No Available,No Available,
Canterbury Dog Grooming,+61 3 9836 9836,4.4,12,"Canterbury VIC, Australia",3126,http://www.canterburydoggrooming.com.au/,https://www.facebook.com/canterburydoggrooming,No Available,No Available,No Available,
Masters Pet Grooming,+61 3 8316 1056,4.5,144,"Point Cook VIC, Australia",3030,http://www.masterspetgrooming.com.au/,https://www.facebook.com/masterspetgrooming,No Available,No Available,https://www.youtube.com/channel/UC6u5SVJvMA577nLL7G2ccaQ,"info@masterspetgrooming.com.au, info@masterspetgrooming.com.au"
DOGUE Williamstown,+61 3 9975 7443,4.6,49,"Willistown VIC, Australia",-,https://dogue.com.au/pet-shops/williamstown/,https://www.facebook.com/clubdogue,No Available,https://www.instagram.com/clubdogue,https://www.youtube.com/user/ClubDogue,"williamstown@dogue.com.au, williamstown@dogue.com.au, williamstown@dogue.com.au, williamstown@dogue.com.au, williamstown@dogue.com.au, williamstown@dogue.com.au, williamstown@dogue.com.au"
Aussie Pooch Mobile Dog Wash Caroline Springs,+61 1300 369 369,4.2,6,--Not Provided--,-,https://www.aussiepm.com.au/dog-wash-grooming/caroline-springs,https://www.facebook.com/aussiepoochmobile,No Available,https://www.instagram.com/aussiepoochofficial,https://www.youtube.com/channel/UCYCJoaASFIH1O5qLgxqM6zQ/videos,
Elegant Dog Grooming Service,+61 421 218 723,4.3,15,"Lalor VIC, Australia",3075,http://www.elegantdog.com.au/,https://www.facebook.com/ElegantDogGroomingService,No Available,https://www.instagram.com/elegantdoggrooming,No Available,
SUPER AFRO DOG GROOMING,+61 421 485 188,5.0,5,--Not Provided--,-,http://superafro.com.au/,No Available,No Available,No Available,No Available,
